Hour,Temperature,Alpha,AOD,Cloud Type,Dew Point,GHI,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
12,15.9,1.51,0.085,0,12.6,0,80.76,98.61,0.93,0.12,1014,3.1,289,1.7
13,17.2,1.51,0.086,0,12.8,22,75.45,87.69,0.93,0.12,1015,3.1,288,1.9
14,19.4,1.51,0.088,0,13.0,175,66.69,76.57,0.93,0.12,1015,3.2,284,2.0
15,21.5,1.5,0.09,0,13.0,370,58.45,64.89,0.93,0.12,1016,3.2,278,1.8
16,23.5,1.49,0.093,0,12.4,561,49.68,53.09,0.94,0.12,1016,3.3,267,1.7
17,24.5,1.49,0.096,0,11.8,725,45.09,41.53,0.94,0.12,1016,3.4,252,1.9
18,24.6,1.53,0.111,8,11.8,766,44.9,30.85,0.94,0.12,1016,3.5,245,2.3
19,24.4,1.52,0.114,7,12.1,678,46.27,22.7,0.94,0.12,1016,3.6,246,2.5
20,24.0,1.51,0.113,8,12.4,523,48.19,20.54,0.94,0.12,1016,3.7,251,2.6
21,23.5,1.56,0.129,8,12.5,774,50.19,25.95,0.94,0.12,1015,3.7,257,2.7
22,23.0,1.54,0.124,7,12.6,502,52.1,35.57,0.94,0.12,1015,3.6,261,2.9
23,22.4,1.52,0.119,0,12.7,649,54.14,46.78,0.94,0.12,1015,3.6,265,3.0
0,21.6,1.51,0.112,0,12.7,470,56.87,58.52,0.94,0.11,1015,3.5,269,3.1
1,20.4,1.5,0.106,0,12.8,275,61.77,70.31,0.94,0.11,1015,3.5,270,3.1
2,19.0,1.49,0.101,0,13.1,89,68.56,81.84,0.94,0.11,1015,3.6,268,3.0
3,17.8,1.48,0.096,0,13.3,0,74.93,93.03,0.95,0.11,1015,3.6,263,2.9
4,17.0,1.47,0.091,8,13.4,0,79.45,103.27,0.95,0.11,1016,3.6,260,2.9
5,16.5,1.45,0.086,0,13.5,0,82.47,112.22,0.95,0.11,1016,3.7,260,2.9
6,16.3,1.45,0.081,0,13.6,0,83.79,119.23,0.94,0.11,1015,3.7,261,2.8
7,16.1,1.44,0.076,0,13.6,0,85.04,123.55,0.94,0.11,1015,3.7,262,2.6
8,16.0,1.44,0.072,8,13.6,0,85.65,124.52,0.94,0.11,1015,3.7,262,2.5
9,15.8,1.43,0.069,0,13.6,0,86.96,121.98,0.94,0.11,1014,3.6,262,2.5
10,15.6,1.45,0.065,8,13.7,0,88.18,116.35,0.94,0.11,1014,3.5,263,2.4
11,15.5,1.46,0.061,8,13.6,0,88.58,108.38,0.94,0.11,1014,3.4,263,2.5
12,15.4,1.48,0.058,8,13.6,0,88.91,98.78,0.94,0.11,1014,3.3,264,2.5
13,15.9,1.49,0.056,0,13.6,18,86.05,87.83,0.94,0.11,1014,3.2,264,2.5
14,17.3,1.49,0.055,8,13.5,90,78.62,76.7,0.94,0.11,1015,3.1,263,2.6
15,19.0,1.5,0.053,8,13.6,278,71.08,65.02,0.94,0.11,1015,3.2,264,2.5
16,20.8,1.51,0.05,0,13.6,531,63.61,53.23,0.93,0.11,1015,3.2,265,2.3
17,22.7,1.53,0.047,0,13.1,730,54.65,41.67,0.93,0.11,1014,3.3,262,2.3
18,24.2,1.56,0.061,0,12.6,831,48.33,31.03,0.93,0.11,1013,3.3,257,2.4
19,24.9,1.55,0.06,0,12.3,934,45.46,22.93,0.93,0.11,1013,3.2,254,2.7
20,25.0,1.54,0.061,0,12.2,950,44.81,20.8,0.93,0.11,1012,3.2,255,3.0
21,24.7,1.54,0.072,0,12.1,906,45.51,26.17,0.93,0.11,1012,3.1,259,3.3
22,24.3,1.53,0.071,0,12.1,808,46.38,35.76,0.93,0.11,1011,3.1,264,3.4
23,23.7,1.52,0.07,0,11.9,661,47.7,46.95,0.93,0.11,1011,3.1,268,3.5
0,22.9,1.52,0.068,0,11.8,480,49.45,58.68,0.93,0.11,1011,3.0,271,3.4
1,21.7,1.52,0.066,0,11.6,282,52.79,70.48,0.93,0.11,1011,3.0,272,3.1
2,20.0,1.52,0.063,0,11.9,95,59.6,82.01,0.93,0.11,1011,3.0,267,2.7
3,18.5,1.52,0.062,0,12.4,0,67.62,93.22,0.93,0.11,1011,3.0,258,2.5
4,17.6,1.51,0.061,0,12.9,0,73.97,103.48,0.93,0.11,1011,3.0,251,2.6
5,17.0,1.49,0.062,0,13.3,0,78.78,112.44,0.93,0.11,1011,3.0,246,2.5
6,16.5,1.47,0.065,0,13.5,0,82.44,119.48,0.93,0.11,1011,3.1,245,2.5
7,16.2,1.45,0.07,0,13.6,0,84.75,123.81,0.94,0.11,1011,3.2,247,2.5
8,15.9,1.42,0.074,0,13.7,0,86.71,124.78,0.94,0.11,1011,3.4,249,2.5
9,15.6,1.4,0.077,0,13.7,0,88.66,122.23,0.94,0.11,1011,3.4,250,2.5
10,15.4,1.4,0.078,0,13.8,0,89.91,116.57,0.94,0.11,1011,3.5,249,2.4
11,15.2,1.41,0.079,0,13.8,0,91.19,108.57,0.94,0.11,1011,3.5,248,2.2
12,15.2,1.42,0.081,0,13.8,0,91.39,98.95,0.94,0.11,1011,3.5,245,2.1
13,16.0,1.43,0.082,0,13.9,20,87.09,87.97,0.94,0.11,1012,3.5,239,2.2
14,17.5,1.45,0.082,0,13.7,171,78.49,76.84,0.94,0.11,1012,3.5,234,2.3
15,19.0,1.45,0.085,0,13.7,366,71.2,65.15,0.95,0.11,1012,3.4,232,2.4
16,20.5,1.47,0.087,0,13.7,558,65.03,53.36,0.94,0.11,1012,3.4,235,2.6
17,21.8,1.51,0.086,0,13.3,723,58.47,41.82,0.94,0.11,1012,3.4,239,2.8
18,22.6,1.55,0.104,0,13.1,848,54.97,31.21,0.94,0.11,1012,3.4,243,3.0
19,23.1,1.57,0.104,0,13.0,923,52.85,23.16,0.94,0.11,1011,3.4,245,3.1
20,23.4,1.57,0.102,0,12.6,939,50.76,21.07,0.94,0.11,1011,3.4,246,3.2
21,23.3,1.58,0.104,0,12.3,896,50.12,26.41,0.94,0.11,1010,3.3,249,3.5
22,22.7,1.56,0.097,0,12.1,800,51.18,35.96,0.94,0.11,1010,3.2,249,3.7
23,21.7,1.53,0.087,0,12.0,655,54.15,47.13,0.94,0.11,1010,3.2,244,3.6
0,20.4,1.5,0.079,0,12.2,475,59.28,58.85,0.94,0.12,1011,3.1,239,3.3
1,19.0,1.48,0.071,0,12.4,278,65.48,70.65,0.94,0.12,1011,3.1,239,2.9
2,17.6,1.48,0.063,0,12.7,92,72.83,82.19,0.94,0.12,1012,3.0,240,2.4
3,16.5,1.47,0.059,0,13.3,0,81.25,93.41,0.94,0.12,1012,3.0,240,2.0
4,16.0,1.46,0.059,0,13.8,0,86.56,103.69,0.94,0.12,1012,3.0,243,2.0
5,15.9,1.46,0.058,0,14.0,0,88.7,112.68,0.94,0.12,1012,3.0,249,2.0
6,15.8,1.45,0.06,0,14.1,0,89.68,119.73,0.94,0.12,1012,3.0,253,2.1
7,15.8,1.44,0.062,0,14.1,0,89.49,124.08,0.94,0.12,1012,3.1,253,2.1
8,15.6,1.44,0.064,0,14.1,0,90.63,125.05,0.94,0.12,1012,3.2,250,2.0
9,15.3,1.45,0.062,0,14.2,0,93.01,122.48,0.94,0.12,1012,3.2,246,1.9
10,15.1,1.47,0.062,7,14.3,0,95.18,116.8,0.93,0.12,1012,3.2,240,1.8
11,14.9,1.49,0.06,8,14.5,0,97.23,108.77,0.93,0.12,1012,3.2,235,1.8
12,15.0,1.5,0.057,7,14.6,0,97.5,99.12,0.93,0.12,1013,3.0,234,1.8
13,15.9,1.5,0.053,0,14.6,18,92.27,88.11,0.93,0.12,1013,2.9,235,2.0
14,17.2,1.48,0.051,0,14.2,176,82.34,76.98,0.94,0.12,1014,2.7,235,2.3
15,18.2,1.45,0.054,0,13.7,377,75.23,65.29,0.94,0.12,1014,2.5,236,2.3
16,19.2,1.42,0.055,0,13.8,573,71.16,53.49,0.94,0.12,1014,2.4,237,2.2
17,20.1,1.4,0.055,0,14.0,742,67.81,41.97,0.95,0.12,1014,2.4,236,2.2
18,20.9,1.37,0.088,0,14.2,866,65.41,31.39,0.95,0.12,1014,2.4,234,2.4
19,21.5,1.38,0.08,0,14.3,942,63.62,23.4,0.95,0.12,1014,2.5,232,2.6
20,21.9,1.37,0.07,0,14.3,958,62.18,21.34,0.94,0.12,1014,2.5,231,2.8
21,22.0,1.39,0.086,0,14.4,911,61.87,26.64,0.94,0.12,1014,2.5,233,2.9
22,21.6,1.38,0.085,0,14.3,809,63.24,36.16,0.94,0.12,1013,2.6,237,2.9
23,20.8,1.39,0.084,0,14.2,660,66.01,47.31,0.94,0.12,1013,2.6,241,2.9
0,19.9,1.4,0.083,0,14.1,476,69.06,59.03,0.94,0.11,1013,2.6,245,2.7
1,18.6,1.42,0.081,0,13.9,276,73.91,70.83,0.94,0.11,1014,2.6,249,2.5
2,17.3,1.43,0.079,0,13.5,89,78.58,82.37,0.94,0.11,1014,2.6,253,2.3
3,16.5,1.45,0.077,0,13.3,0,81.52,93.61,0.94,0.11,1015,2.5,256,2.2
4,16.0,1.46,0.075,0,13.3,0,84.0,103.91,0.94,0.11,1015,2.4,256,2.1
5,15.6,1.46,0.073,0,13.4,0,86.98,112.92,0.94,0.11,1015,2.3,256,1.9
6,15.2,1.45,0.071,0,13.6,0,90.01,119.99,0.93,0.11,1015,2.2,255,1.8
7,14.8,1.45,0.068,0,13.6,0,92.61,124.35,0.93,0.11,1015,2.1,253,1.8
8,14.6,1.43,0.067,0,13.7,0,94.37,125.32,0.93,0.11,1015,2.1,251,1.7
9,14.4,1.41,0.067,3,13.8,0,96.4,122.73,0.93,0.11,1015,2.0,251,1.6
10,14.2,1.38,0.066,3,14.0,0,98.72,117.02,0.93,0.11,1015,2.0,251,1.6
11,14.0,1.34,0.067,3,14.0,0,100.0,108.97,0.93,0.11,1015,1.9,252,1.6
12,14.1,1.3,0.067,3,14.1,0,100.0,99.3,0.94,0.11,1015,1.9,253,1.6
13,15.3,1.28,0.066,0,14.0,18,91.79,88.25,0.94,0.11,1015,1.8,254,1.9
14,17.1,1.27,0.062,0,13.3,178,78.45,77.12,0.93,0.11,1016,1.7,255,2.2
15,18.4,1.26,0.061,0,12.6,383,69.01,65.42,0.93,0.11,1016,1.7,253,2.1
16,19.6,1.27,0.058,3,12.4,358,63.29,53.63,0.93,0.11,1016,1.7,249,2.0
17,20.8,1.31,0.053,3,12.2,361,58.04,42.12,0.93,0.11,1016,1.7,245,2.1
18,21.7,1.3,0.059,0,12.1,789,54.39,31.58,0.93,0.11,1016,1.8,242,2.4
19,22.3,1.31,0.054,0,12.2,960,52.62,23.65,0.93,0.11,1016,1.8,241,2.7
20,22.5,1.3,0.05,0,12.4,975,52.71,21.62,0.93,0.11,1015,1.8,242,2.9
21,22.3,1.31,0.062,0,12.6,929,54.35,26.89,0.93,0.11,1015,1.8,245,3.1
22,21.8,1.3,0.06,0,12.9,827,56.92,36.37,0.93,0.11,1015,1.8,247,3.2
23,21.2,1.29,0.059,0,13.1,677,59.88,47.5,0.93,0.11,1014,1.7,250,3.2
0,20.2,1.28,0.058,0,13.3,490,64.35,59.21,0.93,0.11,1014,1.7,253,3.1
1,19.0,1.27,0.058,0,13.4,285,69.88,71.01,0.93,0.11,1014,1.7,257,2.9
2,17.6,1.27,0.058,0,13.5,92,76.92,82.56,0.93,0.11,1014,1.6,258,2.4
3,16.5,1.3,0.057,0,13.7,0,83.61,93.81,0.93,0.11,1015,1.6,258,2.1
4,15.7,1.33,0.055,0,13.9,0,89.08,104.13,0.92,0.11,1015,1.5,257,2.1
5,15.1,1.35,0.054,0,14.1,0,93.77,113.16,0.92,0.11,1015,1.5,257,2.1
6,14.8,1.36,0.054,0,14.3,0,97.01,120.26,0.92,0.11,1015,1.5,258,2.2
7,14.6,1.37,0.053,0,14.5,0,99.63,124.63,0.92,0.11,1015,1.5,260,2.2
8,14.5,1.38,0.051,0,14.5,0,100.0,125.6,0.92,0.11,1015,1.5,261,2.2
9,14.3,1.36,0.051,3,14.3,0,100.0,122.99,0.92,0.11,1015,1.5,262,2.2
10,14.3,1.35,0.051,3,14.3,0,100.0,117.25,0.92,0.11,1015,1.5,263,2.2
11,14.1,1.34,0.05,3,14.1,0,100.0,109.17,0.92,0.11,1015,1.5,262,2.2
12,14.2,1.35,0.05,3,14.2,0,100.0,99.47,0.92,0.11,1015,1.5,261,2.2
13,15.5,1.36,0.048,0,14.6,18,94.61,88.39,0.92,0.11,1016,1.5,259,2.5
14,17.2,1.36,0.045,0,14.3,180,82.81,77.26,0.92,0.11,1016,1.5,258,2.8
15,18.5,1.35,0.043,0,13.6,348,73.2,65.56,0.91,0.11,1017,1.5,257,2.8
16,19.8,1.37,0.04,0,13.0,577,65.02,53.77,0.91,0.11,1017,1.5,257,2.8
17,20.9,1.36,0.038,0,12.6,759,58.87,42.27,0.91,0.11,1017,1.5,258,2.9
18,21.8,1.31,0.06,0,12.1,888,54.12,31.77,0.92,0.11,1017,1.5,258,3.2
19,22.3,1.32,0.056,0,11.7,964,51.03,23.89,0.92,0.11,1016,1.5,258,3.4
20,22.6,1.31,0.052,0,11.5,979,49.41,21.9,0.92,0.11,1016,1.6,259,3.6
21,22.6,1.3,0.055,0,11.6,934,49.67,27.14,0.92,0.11,1016,1.6,260,3.8
22,22.4,1.31,0.049,0,11.9,832,51.35,36.58,0.92,0.11,1016,1.6,263,3.9
23,21.9,1.32,0.045,0,12.1,682,53.89,47.69,0.92,0.11,1015,1.5,266,3.9
0,21.0,1.33,0.041,0,12.5,494,58.15,59.39,0.92,0.11,1015,1.5,269,3.8
1,19.7,1.33,0.039,0,12.9,288,64.7,71.19,0.92,0.11,1015,1.4,273,3.6
2,18.1,1.31,0.038,0,13.4,92,74.12,82.75,0.92,0.11,1016,1.4,275,3.2
3,16.7,1.3,0.038,0,14.0,0,84.22,94.02,0.92,0.11,1016,1.3,275,2.8
4,16.0,1.28,0.039,0,14.4,0,90.38,104.36,0.92,0.11,1016,1.3,274,2.7
5,15.5,1.27,0.04,0,14.6,0,94.26,113.41,0.92,0.11,1016,1.3,275,2.7
6,15.2,1.26,0.041,0,14.6,0,96.2,120.53,0.92,0.11,1016,1.3,276,2.7
7,15.0,1.26,0.042,0,14.6,0,97.52,124.91,0.92,0.11,1016,1.3,277,2.6
8,14.8,1.26,0.042,0,14.6,0,98.93,125.88,0.92,0.11,1015,1.3,277,2.6
9,14.7,1.26,0.042,0,14.7,0,99.94,123.25,0.92,0.11,1015,1.3,277,2.5
10,14.5,1.25,0.043,0,14.5,0,100.0,117.48,0.92,0.11,1015,1.4,277,2.5
11,14.5,1.24,0.044,0,14.5,0,100.0,109.37,0.93,0.11,1016,1.4,277,2.4
12,14.6,1.23,0.045,0,14.6,0,100.0,99.65,0.93,0.11,1016,1.4,277,2.5
13,15.8,1.23,0.045,0,15.0,17,95.16,88.53,0.93,0.11,1016,1.5,276,2.8
14,17.6,1.25,0.044,0,15.0,178,84.66,77.4,0.92,0.11,1016,1.5,277,3.3
15,19.2,1.27,0.043,0,14.3,384,73.43,65.69,0.92,0.11,1016,1.5,278,3.4
16,20.7,1.26,0.042,0,13.8,585,64.8,53.91,0.92,0.11,1016,1.5,275,3.3
17,22.0,1.26,0.041,0,13.5,757,58.72,42.43,0.92,0.11,1016,1.6,271,3.3
18,22.8,1.21,0.038,0,13.3,887,55.16,31.96,0.92,0.11,1016,1.6,267,3.3
19,23.2,1.19,0.038,0,13.2,963,53.24,24.14,0.92,0.11,1016,1.6,264,3.4
20,23.3,1.17,0.039,0,13.2,978,53.02,22.18,0.92,0.11,1015,1.6,263,3.5
21,23.4,1.35,0.051,0,13.2,931,52.89,27.39,0.92,0.11,1015,1.6,263,3.4
22,23.2,1.3,0.047,0,13.2,829,53.49,36.8,0.92,0.11,1015,1.6,263,3.4
23,22.8,1.25,0.043,0,13.2,677,54.82,47.89,0.92,0.11,1014,1.6,265,3.4
0,22.0,1.22,0.04,0,13.2,489,57.57,59.58,0.92,0.11,1014,1.6,267,3.6
1,20.7,1.19,0.038,0,13.3,283,62.65,71.39,0.92,0.11,1014,1.5,270,3.5
2,18.9,1.18,0.036,0,13.8,89,72.09,82.95,0.92,0.11,1014,1.5,272,3.2
3,17.5,1.18,0.036,0,14.4,0,82.18,94.24,0.92,0.11,1014,1.5,272,2.8
4,16.7,1.18,0.036,0,14.9,0,89.24,104.59,0.92,0.11,1015,1.5,272,2.7
5,16.2,1.16,0.036,0,15.2,0,93.76,113.67,0.92,0.11,1015,1.5,273,2.6
6,15.8,1.17,0.036,0,15.3,0,96.8,120.8,0.92,0.11,1014,1.5,273,2.6
7,15.6,1.2,0.036,0,15.3,0,98.15,125.2,0.92,0.11,1014,1.5,273,2.6
8,15.4,1.21,0.036,0,15.3,0,99.38,126.16,0.92,0.11,1014,1.5,272,2.7
9,15.3,1.21,0.036,0,15.3,0,100.0,123.51,0.92,0.11,1014,1.5,270,2.6
10,15.2,1.2,0.037,0,15.2,0,100.0,117.72,0.92,0.11,1014,1.5,269,2.6
11,15.1,1.2,0.039,0,15.1,0,100.0,109.57,0.92,0.11,1014,1.5,268,2.6
12,15.2,1.2,0.04,0,15.2,0,100.0,99.82,0.92,0.11,1014,1.5,267,2.5
13,16.3,1.21,0.041,0,15.6,16,95.36,88.68,0.92,0.11,1015,1.6,267,2.9
14,17.9,1.22,0.042,0,15.3,175,84.93,77.54,0.92,0.11,1015,1.6,269,3.3
15,19.4,1.24,0.042,0,14.5,380,73.34,65.83,0.92,0.11,1015,1.6,269,3.3
16,20.7,1.23,0.041,0,13.9,581,65.21,54.05,0.92,0.11,1015,1.6,265,3.1
17,21.9,1.23,0.039,0,13.5,753,58.91,42.59,0.92,0.11,1015,1.6,261,3.0
18,22.8,1.36,0.057,0,13.2,882,54.86,32.15,0.92,0.11,1015,1.6,258,3.1
19,23.4,1.31,0.054,0,13.1,959,52.41,24.4,0.92,0.11,1015,1.6,255,3.2
20,23.6,1.27,0.049,0,13.0,975,51.3,22.47,0.92,0.11,1014,1.6,254,3.3
21,23.6,1.38,0.06,0,12.8,928,50.88,27.66,0.92,0.11,1014,1.6,253,3.4
22,23.2,1.33,0.054,0,12.7,826,51.65,37.02,0.92,0.11,1014,1.6,254,3.4
23,22.6,1.3,0.049,0,12.7,673,53.47,48.09,0.92,0.11,1014,1.6,257,3.4
0,21.7,1.3,0.047,0,12.9,483,57.32,59.78,0.92,0.11,1014,1.7,262,3.4
1,20.4,1.32,0.047,0,13.4,276,64.12,71.58,0.92,0.11,1014,1.8,266,3.2
2,18.8,1.36,0.049,0,14.1,83,74.31,83.15,0.92,0.11,1015,1.9,269,2.6
3,17.6,1.41,0.052,0,14.9,0,84.1,94.45,0.92,0.11,1015,1.9,269,2.2
4,17.0,1.43,0.055,0,15.3,0,89.91,104.83,0.92,0.11,1016,1.9,271,2.2
5,16.5,1.42,0.058,0,15.5,0,94.02,113.92,0.92,0.11,1016,1.9,272,2.1
6,16.1,1.42,0.059,0,15.6,0,96.92,121.08,0.92,0.11,1016,1.9,272,2.0
7,15.7,1.41,0.058,0,15.7,0,99.7,125.49,0.92,0.11,1016,1.9,271,1.9
8,15.4,1.4,0.056,0,15.4,0,100.0,126.45,0.92,0.11,1016,1.8,270,1.8
9,15.2,1.38,0.055,0,15.2,0,100.0,123.78,0.92,0.11,1015,1.9,269,1.6
10,15.0,1.36,0.053,0,15.0,0,100.0,117.95,0.92,0.11,1016,1.9,268,1.6
11,14.9,1.33,0.051,0,14.9,0,100.0,109.77,0.92,0.11,1016,1.9,268,1.5
12,15.0,1.29,0.05,0,15.0,0,100.0,100.0,0.92,0.11,1016,1.9,266,1.5
13,16.3,1.27,0.05,0,16.0,15,98.41,88.82,0.92,0.11,1017,1.9,265,1.8
14,18.4,1.27,0.048,0,16.1,170,86.29,77.69,0.92,0.11,1018,1.9,268,2.1
15,20.0,1.3,0.046,0,15.3,373,74.24,65.97,0.91,0.11,1018,1.9,272,2.2
16,21.3,1.31,0.047,0,14.7,572,65.94,54.19,0.91,0.11,1018,1.9,271,2.2
17,22.6,1.33,0.047,0,14.4,746,59.79,42.74,0.91,0.11,1018,1.8,267,2.2
18,23.7,1.28,0.041,0,14.0,878,54.46,32.35,0.91,0.11,1018,1.8,264,2.3
19,24.4,1.27,0.04,0,13.4,956,50.39,24.65,0.91,0.11,1018,1.7,261,2.5
20,24.7,1.25,0.038,0,13.1,971,48.46,22.77,0.91,0.11,1017,1.7,261,2.7
21,24.7,1.39,0.053,0,12.9,926,47.91,27.92,0.91,0.11,1017,1.6,263,2.9
22,24.5,1.36,0.05,0,12.7,824,47.89,37.25,0.91,0.11,1017,1.6,266,3.0
23,23.9,1.34,0.048,0,12.7,672,49.45,48.3,0.91,0.11,1017,1.5,270,3.1
0,23.1,1.33,0.045,0,12.7,484,51.93,59.97,0.91,0.11,1017,1.4,274,3.0
1,21.7,1.33,0.043,0,12.9,277,57.46,71.78,0.91,0.11,1017,1.4,278,2.9
2,19.9,1.34,0.042,0,13.5,83,66.65,83.36,0.91,0.11,1017,1.3,279,2.6
3,18.3,1.35,0.042,0,14.4,0,77.82,94.68,0.91,0.11,1017,1.3,280,2.4
4,17.5,1.35,0.045,0,15.0,0,85.32,105.07,0.92,0.11,1017,1.4,280,2.4
5,17.1,1.33,0.048,0,15.4,0,89.95,114.19,0.92,0.11,1017,1.4,279,2.5
6,16.8,1.33,0.05,0,15.7,0,93.08,121.37,0.92,0.11,1017,1.5,278,2.4
7,16.5,1.35,0.049,0,15.8,0,95.48,125.79,0.92,0.11,1017,1.6,276,2.4
8,16.2,1.35,0.05,0,15.8,0,97.49,126.74,0.92,0.11,1017,1.6,275,2.3
9,16.0,1.36,0.051,0,15.8,0,98.72,124.05,0.92,0.11,1017,1.6,274,2.3
10,15.7,1.35,0.052,0,15.7,0,100.0,118.19,0.92,0.11,1017,1.6,274,2.3
11,15.5,1.36,0.052,0,15.5,0,100.0,109.98,0.92,0.11,1017,1.7,275,2.3
12,15.4,1.36,0.052,0,15.4,0,100.0,100.18,0.92,0.11,1017,1.7,276,2.3
13,16.3,1.36,0.052,0,15.6,14,95.92,88.96,0.93,0.11,1017,1.7,277,2.6
14,18.1,1.35,0.053,0,15.7,168,85.62,77.83,0.93,0.11,1017,1.7,280,2.9
15,19.8,1.34,0.054,0,15.5,372,76.03,66.11,0.93,0.11,1017,1.7,281,2.9
16,21.4,1.33,0.057,0,15.0,572,66.88,54.33,0.93,0.11,1017,1.7,277,2.8
17,22.5,1.32,0.057,0,14.7,745,61.2,42.91,0.93,0.11,1017,1.7,271,2.8
18,23.5,1.33,0.064,0,14.3,875,56.38,32.55,0.93,0.11,1017,1.7,268,3.0
19,24.0,1.3,0.057,0,13.8,953,52.73,24.92,0.93,0.11,1017,1.7,266,3.2
20,24.2,1.27,0.052,0,13.4,970,50.97,23.07,0.92,0.11,1017,1.6,267,3.5
21,24.0,1.3,0.065,0,13.4,923,51.39,28.19,0.92,0.11,1016,1.6,269,3.7
22,23.7,1.25,0.059,0,13.3,820,52.17,37.48,0.93,0.11,1016,1.6,271,3.9
23,23.1,1.23,0.055,0,13.2,664,53.55,48.51,0.93,0.11,1016,1.6,274,4.0
0,22.1,1.23,0.052,0,13.0,479,56.19,60.18,0.93,0.11,1016,1.5,276,3.9
1,20.8,1.22,0.05,0,12.8,271,60.34,71.99,0.93,0.11,1016,1.5,278,3.7
2,19.1,1.19,0.049,0,13.2,78,68.57,83.56,0.93,0.11,1016,1.5,276,3.2
3,17.7,1.17,0.048,0,13.9,0,78.54,94.9,0.93,0.11,1016,1.4,272,3.0
4,16.8,1.13,0.048,0,14.5,0,86.46,105.32,0.93,0.11,1016,1.4,271,2.9
5,16.2,1.09,0.049,0,14.8,0,91.7,114.45,0.93,0.11,1016,1.4,272,2.8
6,15.8,1.09,0.048,0,14.9,0,94.28,121.65,0.93,0.11,1016,1.3,273,2.7
7,15.4,1.1,0.048,0,14.8,0,96.33,126.09,0.93,0.11,1016,1.3,273,2.7
8,15.2,1.11,0.048,0,14.8,0,97.31,127.04,0.93,0.11,1015,1.3,273,2.7
9,15.0,1.12,0.049,0,14.8,0,98.98,124.32,0.93,0.11,1015,1.4,273,2.7
10,14.8,1.12,0.05,0,14.8,0,100.0,118.43,0.93,0.11,1015,1.4,274,2.7
11,14.7,1.14,0.052,0,14.7,0,100.0,110.19,0.93,0.11,1015,1.4,276,2.7
12,14.7,1.15,0.053,0,14.7,0,100.0,100.36,0.93,0.11,1016,1.4,277,2.7
13,15.7,1.17,0.053,0,15.0,12,95.43,89.1,0.93,0.11,1016,1.4,277,3.0
14,17.5,1.19,0.053,0,14.9,168,84.98,77.97,0.93,0.11,1016,1.4,279,3.3
15,19.2,1.23,0.052,0,14.6,374,74.65,66.25,0.92,0.11,1016,1.4,282,3.4
16,20.9,1.26,0.051,0,14.0,577,64.53,54.48,0.92,0.11,1017,1.4,279,3.3
17,22.2,1.25,0.051,0,13.4,752,57.36,43.07,0.92,0.11,1017,1.4,275,3.4
18,23.0,1.18,0.048,0,12.9,884,53.11,32.75,0.92,0.11,1016,1.4,271,3.6
19,23.5,1.13,0.044,0,12.6,961,50.46,25.18,0.92,0.11,1016,1.4,270,3.8
20,23.7,1.08,0.042,0,12.3,977,48.76,23.37,0.92,0.11,1016,1.3,270,3.9
21,23.9,1.2,0.057,0,12.1,930,47.45,28.47,0.92,0.11,1016,1.3,272,4.0
22,23.9,1.17,0.053,0,11.9,825,46.83,37.72,0.92,0.11,1015,1.3,274,4.0
23,23.5,1.15,0.05,0,11.7,671,47.37,48.73,0.92,0.11,1015,1.3,277,4.0
0,22.8,1.14,0.049,0,11.5,479,48.89,60.39,0.92,0.11,1015,1.3,279,4.0
1,21.4,1.13,0.048,0,11.6,270,53.6,72.2,0.92,0.11,1014,1.3,280,3.7
2,19.4,1.12,0.047,0,12.3,76,63.71,83.78,0.92,0.11,1015,1.2,277,3.3
3,17.7,1.12,0.047,0,13.2,0,75.15,95.14,0.92,0.11,1015,1.2,275,3.3
4,16.8,1.09,0.048,0,13.6,0,81.63,105.57,0.92,0.11,1015,1.1,277,3.3
5,16.2,1.07,0.05,0,13.7,0,85.13,114.73,0.92,0.11,1015,1.1,279,3.2
6,15.7,1.07,0.051,0,13.6,0,87.26,121.95,0.92,0.11,1015,1.0,279,3.0
7,15.3,1.07,0.052,0,13.5,0,88.84,126.39,0.92,0.11,1014,0.9,279,2.9
8,14.8,1.06,0.054,0,13.4,0,91.32,127.34,0.92,0.11,1014,0.9,278,2.7
9,14.3,1.01,0.058,0,13.5,0,94.73,124.59,0.93,0.11,1014,0.9,279,2.6
10,13.9,1.01,0.061,0,13.6,0,98.28,118.67,0.92,0.11,1014,0.9,279,2.5
11,13.6,1.07,0.058,0,13.6,0,100.0,110.39,0.92,0.11,1014,0.9,280,2.4
12,13.6,1.12,0.057,0,13.6,0,100.0,100.54,0.92,0.11,1015,0.9,280,2.4
13,14.7,1.17,0.056,0,13.6,11,93.05,89.24,0.92,0.11,1015,0.9,281,2.5
14,16.9,1.19,0.056,0,13.4,168,80.0,78.12,0.91,0.11,1015,0.9,281,2.5
15,19.1,1.23,0.056,0,13.2,379,68.7,66.39,0.91,0.11,1016,0.9,283,2.4
16,21.3,1.25,0.056,0,12.8,584,58.4,54.62,0.91,0.11,1016,0.9,283,2.3
17,23.2,1.24,0.057,0,12.5,760,51.06,43.23,0.91,0.11,1016,0.9,280,2.2
18,24.8,1.23,0.061,0,12.2,893,45.32,32.95,0.91,0.11,1016,0.9,273,2.1
19,25.8,1.19,0.06,0,11.5,971,40.83,25.45,0.91,0.11,1015,0.9,266,2.3
