Hour,Temperature,Alpha,AOD,Cloud Type,Dew Point,GHI,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
0,8.8,0.63,0.037,0,6.2,50,83.65,85.46,0.94,0.1,1012,1.0,323,2.8
1,7.7,0.63,0.034,2,5.8,0,87.53,95.95,0.94,0.1,1013,1.0,325,2.9
2,7.3,0.65,0.031,2,5.9,0,90.63,107.03,0.93,0.1,1013,1.0,327,2.9
3,6.8,0.69,0.027,2,5.9,0,93.91,118.58,0.93,0.1,1014,0.9,328,2.9
4,6.3,0.74,0.023,2,5.8,0,96.46,130.37,0.92,0.1,1014,0.8,329,2.9
5,5.8,0.8,0.019,2,5.6,0,98.39,142.12,0.91,0.1,1015,0.8,334,2.8
6,5.4,0.88,0.017,2,5.2,0,98.83,153.32,0.9,0.1,1016,0.8,340,2.7
7,5.0,0.96,0.015,2,4.8,0,98.59,162.41,0.89,0.1,1016,0.8,349,2.5
8,4.6,1.05,0.015,3,4.3,0,98.25,164.66,0.89,0.1,1017,0.8,178,2.3
9,4.4,1.14,0.015,3,3.8,0,95.81,157.85,0.89,0.1,1017,0.8,7,2.2
10,4.2,1.23,0.016,3,3.2,0,92.99,147.27,0.89,0.1,1018,0.8,14,2.2
11,4.1,1.28,0.016,3,2.4,0,88.99,135.68,0.89,0.1,1018,0.8,15,2.1
12,4.2,1.3,0.017,4,1.7,0,83.67,123.86,0.89,0.1,1019,0.8,11,2.1
13,4.3,1.3,0.017,4,1.1,0,79.41,112.16,0.89,0.1,1019,0.8,5,2.0
14,4.4,1.31,0.017,3,0.4,0,75.27,100.84,0.89,0.1,1020,0.8,2,2.0
15,5.4,1.33,0.017,3,0.1,7,68.57,89.62,0.89,0.1,1021,0.8,3,1.7
16,7.4,1.35,0.016,0,1.7,134,67.34,80.28,0.88,0.1,1022,0.8,7,1.6
17,9.2,1.35,0.015,0,1.1,302,57.07,71.94,0.89,0.1,1022,0.8,9,1.7
18,10.3,1.11,0.021,0,0.2,425,49.44,65.53,0.9,0.1,1022,0.8,11,1.7
19,11.0,1.1,0.022,0,0.1,498,46.81,61.7,0.9,0.1,1022,0.8,17,1.5
20,11.5,1.1,0.023,0,0.1,510,45.56,60.96,0.9,0.1,1021,0.9,25,1.3
21,11.7,1.08,0.025,0,0.6,463,46.38,63.41,0.9,0.1,1021,0.9,35,1.0
22,11.5,1.09,0.025,0,1.1,362,48.81,68.72,0.9,0.1,1021,0.9,52,0.8
23,10.5,1.11,0.026,0,2.5,218,57.67,76.25,0.9,0.1,1021,0.9,81,0.8
0,9.1,1.12,0.026,2,2.9,52,65.27,85.32,0.89,0.1,1021,0.9,107,1.0
1,8.2,1.13,0.026,3,1.7,0,63.36,95.82,0.89,0.1,1022,0.9,119,1.1
2,7.8,1.15,0.027,3,1.7,0,65.35,106.89,0.89,0.1,1022,0.9,120,1.1
3,7.3,1.16,0.027,3,1.9,0,68.51,118.44,0.89,0.1,1023,0.8,113,1.1
4,6.7,1.17,0.028,3,2.1,0,72.58,130.23,0.89,0.1,1023,0.8,103,1.3
5,6.0,1.19,0.028,3,2.3,0,76.94,141.99,0.89,0.1,1023,0.8,95,1.5
6,5.0,1.2,0.029,3,2.3,0,82.83,153.18,0.88,0.1,1023,0.8,90,1.8
7,4.1,1.21,0.03,3,2.4,0,88.46,162.28,0.88,0.1,1023,0.7,88,1.9
8,3.5,1.22,0.03,3,2.4,0,92.38,164.6,0.89,0.1,1023,0.7,87,2.1
9,2.9,1.22,0.031,3,2.4,0,96.38,157.86,0.89,0.1,1023,0.7,85,2.2
10,2.5,1.22,0.032,3,2.3,0,98.5,147.31,0.89,0.1,1023,0.7,82,2.3
11,2.1,1.21,0.032,3,2.1,0,100.0,135.72,0.89,0.1,1023,0.7,80,2.3
12,1.7,1.19,0.033,3,1.7,0,100.0,123.9,0.9,0.1,1023,0.7,79,2.1
13,1.6,1.17,0.036,3,1.6,0,100.0,112.21,0.9,0.1,1023,0.8,79,2.0
14,1.6,1.16,0.039,3,1.6,0,100.0,100.87,0.91,0.1,1023,0.8,79,1.9
15,2.6,1.15,0.045,3,2.0,5,96.0,89.63,0.91,0.1,1024,0.9,75,1.9
16,4.4,1.14,0.049,0,2.5,113,87.46,80.28,0.91,0.1,1024,1.0,74,1.8
17,6.4,1.13,0.052,0,3.3,294,80.71,71.93,0.91,0.1,1024,1.0,86,1.6
18,8.4,1.19,0.04,0,4.4,417,76.02,65.49,0.91,0.1,1024,1.1,110,1.5
19,10.2,1.18,0.041,0,5.6,487,73.1,61.63,0.92,0.1,1023,1.2,141,1.8
20,11.3,1.15,0.043,0,6.7,500,73.31,60.86,0.93,0.1,1021,1.2,165,2.1
21,11.6,1.05,0.055,2,7.3,267,74.81,63.3,0.94,0.1,1020,1.2,176,2.1
22,11.3,1.0,0.057,3,7.7,126,78.36,68.58,0.94,0.1,1020,1.3,188,1.8
23,10.5,0.98,0.049,7,8.2,134,85.95,76.11,0.95,0.1,1020,1.3,205,1.5
0,9.6,1.0,0.06,7,8.1,37,90.66,85.19,0.96,0.1,1020,1.3,223,1.5
1,9.1,1.02,0.063,8,7.9,0,91.95,95.67,0.96,0.1,1021,1.3,231,1.5
2,9.0,1.04,0.053,8,7.8,0,92.35,106.75,0.95,0.1,1021,1.3,221,1.4
3,8.8,1.06,0.048,8,7.6,0,92.47,118.3,0.95,0.1,1021,1.3,200,1.5
4,8.6,1.08,0.046,8,7.5,0,92.8,130.09,0.94,0.1,1021,1.3,187,1.7
5,8.5,1.1,0.042,8,7.3,0,92.31,141.84,0.94,0.1,1020,1.3,185,1.8
6,8.5,1.11,0.038,0,7.2,0,91.33,153.04,0.94,0.1,1020,1.3,187,2.0
7,8.4,1.12,0.036,4,7.1,0,91.46,162.14,0.93,0.1,1020,1.3,191,2.2
8,8.5,1.09,0.033,3,7.2,0,91.23,164.53,0.93,0.1,1020,1.3,195,2.3
9,8.4,1.04,0.035,3,7.3,0,92.82,157.86,0.93,0.1,1020,1.4,195,2.3
10,8.4,1.01,0.036,4,7.5,0,94.03,147.34,0.94,0.1,1020,1.4,191,2.3
11,8.7,0.98,0.038,4,7.8,0,93.94,135.76,0.94,0.1,1020,1.5,188,2.5
12,9.0,0.95,0.042,7,8.1,0,94.03,123.95,0.94,0.1,1020,1.5,186,2.5
13,9.3,0.92,0.045,7,8.4,0,94.02,112.24,0.95,0.1,1020,1.5,183,2.6
14,9.5,0.89,0.046,8,8.6,0,94.4,100.9,0.95,0.1,1020,1.6,181,2.8
15,10.0,0.88,0.051,3,8.9,4,93.04,89.66,0.96,0.1,1020,1.6,183,3.0
16,10.5,0.85,0.051,8,9.3,79,92.31,80.28,0.96,0.1,1020,1.6,184,3.4
17,11.0,0.8,0.048,6,9.7,92,91.61,71.9,0.96,0.1,1020,1.7,184,3.7
18,11.4,0.74,0.054,6,10.1,107,91.46,65.44,0.96,0.1,1021,1.8,187,3.8
19,11.8,0.69,0.056,6,10.4,122,91.12,61.56,0.96,0.1,1020,1.8,189,4.1
20,12.0,0.63,0.058,7,10.6,147,91.04,60.76,0.97,0.1,1019,1.9,192,4.3
21,12.0,0.61,0.065,6,10.7,123,91.91,63.17,0.97,0.1,1019,1.9,193,4.4
22,12.0,0.56,0.071,7,10.9,73,92.79,68.45,0.97,0.1,1019,2.0,194,4.4
23,11.9,0.5,0.074,7,11.0,28,94.19,75.97,0.97,0.1,1019,2.0,196,4.4
0,11.9,0.51,0.079,7,11.1,17,94.55,85.05,0.97,0.1,1019,2.2,198,4.3
1,11.9,0.49,0.083,7,11.1,0,95.04,95.53,0.97,0.1,1020,2.3,199,4.4
2,11.9,0.47,0.082,7,11.2,0,95.77,106.61,0.97,0.1,1020,2.3,200,4.3
3,11.9,0.47,0.082,7,11.3,0,96.16,118.16,0.97,0.1,1020,2.4,202,4.1
4,11.9,0.45,0.077,7,11.3,0,96.28,129.95,0.97,0.1,1021,2.3,205,3.8
5,11.8,0.45,0.073,7,11.3,0,96.69,141.7,0.97,0.1,1021,2.3,207,3.4
6,11.8,0.51,0.07,5,11.3,0,96.47,152.89,0.97,0.1,1021,2.3,214,3.1
7,11.8,0.56,0.06,5,11.3,0,96.64,162.0,0.96,0.1,1021,2.3,223,2.8
8,11.7,0.59,0.051,4,11.3,0,97.22,164.45,0.96,0.1,1022,2.3,231,2.3
9,11.6,0.66,0.05,4,11.1,0,97.06,157.86,0.96,0.1,1022,2.4,240,1.8
10,11.3,0.69,0.046,4,11.0,0,97.95,147.37,0.95,0.1,1022,2.4,244,1.5
11,10.8,0.7,0.041,4,10.7,0,99.27,135.8,0.95,0.1,1023,2.4,245,1.2
12,10.3,0.69,0.038,4,10.2,0,99.21,123.98,0.95,0.1,1023,2.4,243,1.2
13,9.9,0.67,0.036,4,9.8,0,99.13,112.27,0.95,0.1,1023,2.3,238,1.1
14,9.8,0.65,0.034,4,9.5,0,98.11,100.92,0.95,0.1,1024,2.3,233,1.1
15,10.5,0.66,0.034,5,9.5,2,93.7,89.66,0.95,0.1,1024,2.2,231,1.1
16,11.7,0.65,0.034,4,10.8,28,94.08,80.27,0.95,0.1,1025,2.3,233,1.2
17,12.5,0.64,0.033,4,11.4,100,92.87,71.87,0.95,0.1,1025,2.4,236,1.3
18,13.1,0.61,0.048,4,11.2,191,88.48,65.39,0.95,0.1,1025,2.5,237,1.3
19,13.5,0.64,0.047,8,10.8,325,83.78,61.47,0.95,0.1,1025,2.5,241,1.4
20,13.8,0.65,0.045,8,10.4,337,80.1,60.65,0.95,0.1,1024,2.5,246,1.4
21,13.8,0.64,0.055,7,10.2,260,78.92,63.04,0.95,0.1,1024,2.6,250,1.5
22,13.5,0.66,0.056,7,10.0,159,79.51,68.3,0.95,0.1,1024,2.7,254,1.5
23,12.5,0.69,0.058,0,10.0,176,84.58,75.82,0.95,0.1,1024,2.7,259,1.2
0,11.0,0.72,0.058,7,10.2,42,94.97,84.9,0.95,0.1,1025,2.6,264,1.1
1,10.1,0.74,0.058,7,9.6,0,96.68,95.38,0.95,0.1,1025,2.5,268,1.2
2,9.7,0.74,0.058,5,9.5,0,98.56,106.46,0.95,0.1,1025,2.4,269,1.2
3,9.4,0.73,0.056,4,9.4,0,99.88,118.01,0.95,0.1,1025,2.4,267,1.2
4,9.3,0.72,0.054,0,9.3,0,100.0,129.81,0.95,0.1,1025,2.4,263,1.3
5,9.4,0.72,0.052,0,9.4,0,100.0,141.55,0.95,0.1,1025,2.5,258,1.2
6,9.4,0.73,0.051,3,9.4,0,100.0,152.74,0.94,0.1,1025,2.5,250,1.3
7,9.4,0.76,0.048,4,9.4,0,100.0,161.86,0.94,0.1,1025,2.5,242,1.3
8,9.6,0.81,0.043,3,9.6,0,100.0,164.36,0.94,0.1,1025,2.4,240,1.3
9,9.8,0.89,0.042,3,9.8,0,100.0,157.84,0.93,0.1,1025,2.4,243,1.3
10,10.0,0.93,0.04,3,10.0,0,99.89,147.39,0.93,0.1,1025,2.4,247,1.4
11,10.2,0.94,0.036,3,10.1,0,99.41,135.83,0.93,0.1,1024,2.4,249,1.4
12,10.1,0.96,0.037,3,10.1,0,99.91,124.01,0.93,0.1,1024,2.4,251,1.4
13,10.0,0.95,0.035,3,10.0,0,99.76,112.3,0.92,0.1,1024,2.4,251,1.3
14,10.0,0.94,0.033,7,9.8,0,98.93,100.94,0.93,0.1,1024,2.4,253,1.2
15,10.6,0.94,0.034,3,9.8,3,94.88,89.66,0.93,0.1,1024,2.4,258,1.2
16,11.5,0.97,0.034,0,10.6,129,94.48,80.26,0.92,0.1,1024,2.4,261,1.2
17,12.3,0.99,0.031,7,11.2,162,92.82,71.84,0.92,0.1,1025,2.5,261,1.1
18,13.1,1.01,0.03,3,11.7,220,91.26,65.32,0.92,0.1,1024,2.5,268,1.0
19,13.6,1.04,0.029,3,11.9,193,89.28,61.38,0.92,0.1,1024,2.5,275,1.0
20,14.2,1.07,0.027,3,11.9,191,86.32,60.53,0.93,0.1,1023,2.5,277,1.0
21,14.5,0.97,0.042,3,12.0,178,85.18,62.9,0.94,0.1,1022,2.6,285,1.1
22,14.1,1.0,0.041,7,12.1,164,87.52,68.16,0.94,0.1,1021,2.7,298,1.1
23,13.2,1.0,0.039,8,12.2,36,93.49,75.67,0.94,0.1,1021,2.8,308,1.0
0,12.0,1.02,0.038,7,11.9,44,99.36,84.75,0.94,0.1,1021,2.8,313,1.0
1,11.3,1.03,0.038,3,11.3,0,100.0,95.23,0.94,0.1,1021,2.8,319,1.1
2,11.1,1.04,0.039,8,11.1,0,100.0,106.31,0.94,0.1,1021,2.7,323,1.1
3,10.8,1.06,0.037,8,10.8,0,100.0,117.87,0.93,0.1,1021,2.6,324,1.1
4,10.6,1.08,0.035,8,10.6,0,100.0,129.66,0.93,0.1,1021,2.5,321,1.1
5,10.4,1.1,0.033,7,10.4,0,100.0,141.4,0.92,0.1,1021,2.4,317,1.2
6,10.0,1.12,0.029,3,10.0,0,100.0,152.59,0.91,0.1,1020,2.2,311,1.3
7,9.7,1.13,0.025,3,9.7,0,100.0,161.7,0.91,0.1,1020,2.1,306,1.4
8,9.6,1.14,0.023,3,9.6,0,100.0,164.26,0.9,0.1,1019,2.1,304,1.4
9,9.5,1.14,0.022,3,9.5,0,100.0,157.83,0.9,0.1,1019,2.0,304,1.4
10,9.4,1.14,0.022,3,9.4,0,100.0,147.4,0.9,0.1,1019,2.1,304,1.4
11,9.3,1.15,0.022,3,9.3,0,100.0,135.85,0.9,0.1,1019,2.1,305,1.4
12,9.2,1.16,0.023,3,9.2,0,100.0,124.04,0.91,0.1,1018,2.1,307,1.4
13,9.2,1.17,0.024,3,9.1,0,99.38,112.32,0.91,0.1,1018,2.1,311,1.2
14,9.2,1.17,0.024,3,9.0,0,98.5,100.95,0.91,0.1,1018,2.1,318,1.1
15,9.5,1.18,0.025,0,8.8,9,95.49,89.66,0.91,0.1,1018,2.0,335,0.9
16,10.1,1.19,0.025,0,9.0,139,93.16,80.24,0.91,0.1,1018,1.9,175,0.6
17,11.2,1.19,0.024,0,9.3,291,87.96,71.79,0.92,0.1,1018,1.8,165,0.5
18,12.5,1.04,0.042,3,10.3,72,86.57,65.25,0.94,0.1,1018,1.7,316,0.7
19,13.1,1.05,0.042,3,10.8,96,86.02,61.28,0.94,0.1,1017,1.6,301,0.9
20,13.2,1.05,0.041,3,11.1,145,86.9,60.4,0.94,0.1,1016,1.6,295,1.1
21,13.1,1.03,0.044,3,11.1,79,87.7,62.76,0.94,0.1,1015,1.5,294,1.3
22,12.9,1.04,0.045,3,11.1,53,89.06,68.0,0.94,0.1,1015,1.5,294,1.3
23,12.3,1.03,0.041,0,11.1,225,92.63,75.51,0.94,0.1,1014,1.4,293,1.1
0,11.2,1.03,0.04,0,11.0,61,98.88,84.6,0.94,0.1,1014,1.3,290,1.0
1,10.5,1.04,0.036,3,10.5,0,100.0,95.07,0.93,0.1,1014,1.3,286,1.1
2,10.3,1.05,0.03,0,10.3,0,99.73,106.16,0.93,0.1,1014,1.2,281,1.2
3,10.3,1.07,0.03,3,10.1,0,98.48,117.72,0.93,0.1,1014,1.2,275,1.2
4,10.4,1.08,0.029,3,10.1,0,98.01,129.51,0.92,0.1,1014,1.1,270,1.2
5,10.6,1.09,0.025,3,10.1,0,96.99,141.25,0.92,0.1,1014,1.0,268,1.4
6,10.6,1.1,0.029,3,10.1,0,96.91,152.43,0.93,0.1,1013,1.0,265,1.6
7,10.4,1.11,0.028,3,10.0,0,97.46,161.55,0.92,0.1,1013,1.0,260,1.7
8,10.1,1.11,0.024,7,9.8,0,97.75,164.16,0.93,0.1,1013,1.1,250,1.6
9,9.9,1.1,0.027,8,9.4,0,96.77,157.8,0.94,0.1,1013,1.1,236,1.7
10,9.8,1.08,0.028,7,9.2,0,96.02,147.41,0.94,0.1,1013,1.4,221,1.8
11,9.8,1.03,0.027,8,9.1,0,95.45,135.87,0.95,0.1,1013,2.0,209,2.0
12,10.2,0.97,0.035,8,9.3,0,93.83,124.06,0.96,0.1,1012,2.4,201,2.2
13,10.6,0.92,0.042,7,9.7,0,93.95,112.33,0.96,0.1,1012,2.4,195,2.4
14,10.8,0.87,0.043,6,10.1,0,95.19,100.95,0.96,0.1,1012,2.3,189,2.5
15,11.1,0.87,0.049,6,10.3,2,94.87,89.66,0.95,0.1,1012,2.3,190,2.7
16,11.5,0.83,0.048,6,10.6,28,94.37,80.21,0.95,0.1,1013,2.0,198,2.9
17,12.0,0.77,0.045,6,11.0,57,93.77,71.74,0.94,0.1,1013,1.8,206,2.7
18,12.5,0.73,0.049,6,11.5,161,93.48,65.17,0.94,0.1,1013,1.5,217,2.4
19,13.0,0.71,0.041,9,11.8,155,92.65,61.17,0.94,0.1,1013,1.4,236,2.2
20,13.4,0.73,0.035,8,11.7,316,89.23,60.27,0.94,0.1,1012,1.4,258,2.4
21,13.4,0.66,0.046,8,10.8,311,84.22,62.61,0.94,0.1,1012,1.4,274,2.7
22,13.1,0.68,0.043,0,10.2,355,82.81,67.84,0.94,0.1,1012,1.4,282,2.9
23,12.1,0.68,0.038,0,10.0,227,86.73,75.35,0.94,0.1,1013,1.4,287,2.8
0,10.8,0.72,0.037,0,9.7,63,92.8,84.44,0.94,0.1,1014,1.4,292,2.5
1,9.8,0.76,0.033,0,9.1,0,95.68,94.91,0.94,0.1,1014,1.3,297,2.4
2,9.1,0.79,0.028,0,8.6,0,96.99,106.0,0.93,0.1,1015,1.2,299,2.3
3,8.6,0.85,0.023,0,8.3,0,98.27,117.56,0.92,0.1,1015,1.2,296,2.2
4,8.4,0.89,0.021,0,8.2,0,98.88,129.36,0.91,0.1,1015,1.1,295,2.3
5,8.4,0.9,0.023,0,8.3,0,99.38,141.1,0.91,0.1,1016,1.1,297,2.5
6,8.2,0.87,0.024,2,8.2,0,100.0,152.27,0.91,0.1,1016,1.0,300,2.3
7,7.9,0.85,0.023,2,7.9,0,100.0,161.38,0.92,0.1,1016,1.0,303,2.1
8,7.6,0.85,0.022,3,7.6,0,100.0,164.04,0.92,0.1,1016,1.0,305,2.0
9,7.5,0.84,0.023,3,7.5,0,100.0,157.76,0.92,0.1,1017,1.0,308,2.0
10,7.3,0.87,0.024,3,7.3,0,100.0,147.41,0.92,0.1,1017,1.0,315,2.0
11,7.0,0.95,0.024,3,7.0,0,100.0,135.88,0.91,0.1,1017,1.1,328,1.8
12,6.6,1.04,0.024,3,6.6,0,100.0,124.07,0.91,0.1,1017,1.0,346,1.7
13,6.0,1.12,0.023,3,6.0,0,100.0,112.34,0.9,0.1,1018,1.0,185,1.7
14,5.6,1.18,0.021,3,5.6,0,100.0,100.95,0.9,0.1,1019,1.0,22,1.8
15,6.4,1.21,0.021,3,5.4,6,93.5,89.64,0.9,0.1,1019,1.0,36,2.0
16,8.2,1.22,0.023,0,6.0,145,85.98,80.17,0.91,0.1,1020,1.1,46,2.2
17,9.9,1.22,0.024,0,6.9,302,81.37,71.68,0.92,0.1,1020,1.1,51,2.2
18,11.4,1.0,0.034,0,7.5,426,76.71,65.08,0.92,0.1,1020,1.1,53,2.0
19,12.6,1.03,0.034,0,7.7,484,72.15,61.05,0.92,0.1,1020,1.1,53,1.6
20,13.2,1.06,0.033,0,8.0,486,70.77,60.13,0.92,0.1,1019,1.1,51,1.3
21,13.6,0.94,0.04,0,8.0,475,68.97,62.45,0.92,0.1,1019,1.1,43,1.2
22,13.5,0.95,0.039,0,7.9,376,68.88,67.67,0.92,0.1,1019,1.1,34,1.1
23,12.4,0.96,0.038,0,8.3,234,76.15,75.18,0.92,0.1,1019,1.1,29,0.9
0,10.9,0.98,0.036,0,8.6,75,85.79,84.28,0.91,0.1,1019,1.0,22,0.9
1,9.9,1.0,0.033,0,7.6,0,85.54,94.75,0.9,0.1,1020,1.0,17,1.1
2,9.4,1.03,0.03,0,7.4,0,87.14,105.84,0.9,0.1,1020,0.9,16,1.1
3,9.0,1.05,0.028,0,7.1,0,87.84,117.41,0.9,0.1,1020,0.9,22,1.2
4,8.6,1.07,0.026,0,6.8,0,88.59,129.2,0.89,0.1,1021,0.9,40,1.3
5,7.8,1.09,0.026,3,6.5,0,91.36,140.94,0.89,0.1,1021,0.9,63,1.6
6,6.9,1.1,0.027,3,6.4,0,96.55,152.11,0.89,0.1,1021,0.9,79,1.9
7,6.4,1.11,0.03,3,6.4,0,100.0,161.21,0.9,0.1,1021,1.0,88,2.1
8,6.1,1.13,0.034,3,6.1,0,100.0,163.92,0.91,0.1,1021,1.0,89,2.3
9,5.9,1.13,0.039,3,5.9,0,100.0,157.72,0.91,0.1,1021,1.0,84,2.3
10,6.0,1.11,0.043,3,6.0,0,100.0,147.41,0.92,0.1,1021,1.0,79,2.4
11,6.1,1.08,0.046,3,6.1,0,100.0,135.89,0.92,0.1,1022,1.0,76,2.4
12,6.2,1.06,0.048,3,6.2,0,100.0,124.08,0.93,0.1,1022,0.9,75,2.4
13,5.9,1.06,0.048,3,5.9,0,100.0,112.35,0.92,0.1,1022,0.9,72,2.5
14,5.5,1.08,0.044,3,5.5,0,100.0,100.95,0.92,0.1,1023,0.8,68,2.8
15,6.0,1.1,0.04,0,4.8,6,91.86,89.62,0.91,0.1,1023,0.8,64,3.2
16,7.6,1.13,0.037,0,4.4,77,80.33,80.13,0.91,0.1,1024,0.8,62,3.6
17,9.5,1.17,0.034,0,4.7,225,71.8,71.62,0.91,0.1,1024,0.8,64,3.7
18,11.4,1.12,0.036,0,5.3,393,66.34,64.99,0.91,0.1,1024,0.8,70,3.4
19,12.9,1.14,0.037,0,6.4,503,64.46,60.93,0.91,0.1,1023,0.9,76,2.8
20,13.9,1.15,0.039,0,7.5,524,65.18,59.98,0.91,0.1,1023,1.0,80,2.4
21,14.3,1.31,0.035,0,8.2,481,66.8,62.28,0.91,0.1,1023,1.0,82,2.2
22,14.2,1.27,0.038,0,8.6,382,69.08,67.5,0.91,0.1,1023,1.0,82,1.9
23,12.8,1.25,0.039,0,9.2,233,78.76,75.01,0.9,0.1,1024,1.0,76,1.5
0,10.6,1.25,0.04,0,9.4,65,92.2,84.11,0.9,0.09,1024,1.1,69,1.3
1,9.3,1.25,0.042,8,8.6,0,95.26,94.59,0.91,0.09,1025,1.1,65,1.6
2,8.7,1.24,0.046,7,8.2,0,96.37,105.68,0.91,0.09,1026,1.1,65,2.0
3,8.4,1.23,0.048,8,7.8,0,96.17,117.25,0.91,0.09,1026,1.0,69,2.2
4,8.2,1.22,0.05,8,7.6,0,95.73,129.04,0.91,0.09,1027,1.0,72,2.0
5,8.0,1.22,0.052,8,7.3,0,95.63,140.78,0.91,0.09,1027,1.1,73,1.9
6,7.9,1.23,0.053,8,7.2,0,95.25,151.94,0.92,0.09,1028,1.1,73,1.9
7,7.9,1.24,0.055,7,7.0,0,94.35,161.04,0.92,0.09,1028,1.3,73,1.9
8,8.0,1.24,0.058,8,6.9,0,92.94,163.79,0.92,0.09,1028,1.5,72,1.8
9,8.1,1.23,0.061,7,6.8,0,91.56,157.67,0.93,0.09,1028,1.8,71,1.8
10,8.1,1.23,0.062,7,6.8,0,91.25,147.39,0.93,0.09,1028,1.9,70,1.8
11,8.2,1.22,0.061,7,6.7,0,90.3,135.89,0.92,0.09,1028,1.9,69,1.8
12,7.9,1.22,0.056,7,6.6,0,91.41,124.08,0.91,0.09,1028,1.7,65,1.8
13,7.3,1.22,0.049,3,6.3,0,93.21,112.34,0.9,0.09,1029,1.5,56,1.9
14,6.9,1.2,0.045,3,6.0,0,94.09,100.93,0.9,0.09,1029,1.4,49,2.1
15,7.8,1.18,0.045,3,5.9,5,88.07,89.59,0.9,0.09,1029,1.4,49,2.3
16,9.6,1.17,0.045,0,6.5,140,81.06,80.09,0.9,0.09,1029,1.4,50,2.5
17,11.4,1.17,0.045,0,7.0,298,74.57,71.55,0.9,0.09,1029,1.4,53,2.4
18,13.0,1.36,0.036,0,7.7,425,70.43,64.89,0.89,0.09,1029,1.3,53,2.1
19,14.2,1.38,0.036,0,8.4,501,67.95,60.8,0.89,0.09,1028,1.3,50,1.7
20,14.9,1.39,0.038,0,8.7,519,66.28,59.83,0.89,0.09,1027,1.3,54,1.6
21,15.2,1.41,0.038,0,8.9,477,66.14,62.11,0.89,0.09,1027,1.3,58,1.6
22,15.1,1.4,0.039,0,9.2,379,67.7,67.33,0.89,0.09,1027,1.3,57,1.3
23,13.9,1.38,0.04,0,9.9,238,76.64,74.83,0.89,0.09,1027,1.2,49,1.1
0,12.2,1.35,0.043,0,10.0,74,86.22,83.94,0.9,0.09,1027,1.2,33,1.0
1,11.3,1.32,0.044,0,8.9,0,85.46,94.42,0.9,0.09,1028,1.3,185,1.2
2,10.8,1.31,0.045,0,9.0,0,88.72,105.52,0.89,0.09,1029,1.3,348,1.2
3,10.9,1.31,0.045,0,8.9,0,87.41,117.09,0.89,0.09,1028,1.2,182,1.1
4,10.9,1.31,0.044,0,8.7,0,86.17,128.88,0.89,0.09,1028,1.2,22,1.0
5,10.4,1.29,0.044,0,8.5,0,88.17,140.62,0.89,0.09,1028,1.2,24,1.1
6,9.7,1.28,0.046,0,8.4,0,91.51,151.77,0.89,0.09,1028,1.2,33,1.2
7,9.0,1.27,0.045,7,8.0,0,93.54,160.86,0.89,0.09,1027,1.2,58,1.3
8,8.3,1.26,0.045,0,7.6,0,95.11,163.66,0.89,0.09,1027,1.2,65,1.6
9,7.8,1.27,0.045,8,7.1,0,95.28,157.61,0.9,0.09,1027,1.2,57,1.7
10,7.4,1.26,0.045,7,6.6,0,94.95,147.38,0.9,0.09,1027,1.2,52,1.9
11,7.1,1.22,0.045,8,6.2,0,94.04,135.89,0.9,0.09,1027,1.3,49,1.9
12,7.0,1.18,0.047,8,5.9,0,92.44,124.08,0.9,0.09,1028,1.3,47,1.9
13,6.6,1.17,0.041,7,5.5,0,92.82,112.34,0.9,0.09,1028,1.3,49,1.8
14,6.2,1.16,0.037,3,5.0,0,92.31,100.91,0.89,0.09,1028,1.2,52,1.8
15,7.3,1.15,0.037,7,4.9,6,84.56,89.56,0.9,0.09,1028,1.2,53,1.6
16,9.5,1.14,0.038,0,5.9,120,78.28,80.03,0.9,0.09,1028,1.3,49,1.4
17,11.4,1.14,0.039,0,6.2,302,70.23,71.47,0.9,0.09,1028,1.3,43,1.1
18,13.4,1.27,0.036,0,7.4,428,67.0,64.78,0.9,0.09,1028,1.3,41,0.8
19,14.4,1.26,0.041,0,8.2,495,66.28,60.67,0.91,0.09,1027,1.4,32,0.7
20,14.8,1.28,0.043,7,9.0,404,68.31,59.66,0.9,0.09,1026,1.4,14,0.7
21,15.3,1.4,0.038,6,9.1,303,66.57,61.94,0.89,0.09,1026,1.3,2,0.8
22,15.6,1.44,0.038,8,9.2,318,65.74,67.15,0.89,0.09,1025,1.3,3,0.8
23,15.0,1.44,0.04,8,10.2,190,72.94,74.65,0.89,0.09,1025,1.3,5,0.8
0,14.1,1.42,0.043,8,9.3,55,72.91,83.77,0.9,0.09,1025,1.3,4,1.0
1,13.5,1.41,0.044,7,8.5,0,71.9,94.25,0.89,0.09,1025,1.3,177,1.1
2,13.2,1.42,0.042,8,8.5,0,73.37,105.35,0.89,0.09,1025,1.3,177,1.1
3,12.7,1.43,0.04,8,8.5,0,75.41,116.93,0.89,0.09,1025,1.3,15,1.0
4,12.0,1.42,0.04,7,8.4,0,78.85,128.72,0.89,0.09,1025,1.3,41,1.0
5,11.2,1.39,0.041,7,8.5,0,83.56,140.45,0.89,0.09,1025,1.3,59,1.1
6,10.5,1.38,0.041,7,8.6,0,87.95,151.6,0.89,0.09,1025,1.3,66,1.1
7,9.7,1.38,0.042,7,8.5,0,92.48,160.68,0.89,0.09,1025,1.3,70,1.2
