Hour,Temperature,Alpha,AOD,Cloud Type,Dew Point,GHI,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
0,8.2,0.69,0.035,0,5.9,48,85.39,85.59,0.94,0.11,1006,1.0,323,2.6
1,7.0,0.7,0.032,0,5.2,0,88.52,96.11,0.94,0.11,1007,1.0,325,2.7
2,6.5,0.71,0.029,0,5.4,0,92.67,107.2,0.93,0.11,1007,0.9,327,2.8
3,6.0,0.74,0.026,0,5.5,0,96.48,118.76,0.93,0.11,1008,0.9,328,2.8
4,5.4,0.78,0.023,0,5.4,0,100.0,130.56,0.92,0.11,1008,0.8,329,2.7
5,5.0,0.83,0.02,0,5.0,0,100.0,142.32,0.91,0.11,1009,0.8,334,2.7
6,4.6,0.9,0.018,0,4.6,0,100.0,153.51,0.9,0.11,1009,0.7,340,2.6
7,4.1,0.97,0.016,0,4.1,0,100.0,162.55,0.89,0.11,1010,0.7,349,2.4
8,3.7,1.05,0.016,0,3.7,0,100.0,164.65,0.89,0.11,1011,0.7,178,2.3
9,3.3,1.14,0.016,0,3.3,0,100.0,157.72,0.89,0.11,1011,0.7,7,2.2
10,3.1,1.22,0.016,0,2.9,0,98.57,147.1,0.89,0.11,1012,0.7,14,2.1
11,2.9,1.28,0.017,0,2.2,0,95.3,135.49,0.89,0.11,1012,0.8,15,2.1
12,2.7,1.31,0.017,0,1.6,0,92.14,123.67,0.89,0.11,1013,0.8,11,2.1
13,2.7,1.32,0.017,0,1.0,0,88.36,111.97,0.89,0.11,1013,0.8,5,2.1
14,2.8,1.33,0.017,0,0.3,0,83.42,100.65,0.89,0.11,1014,0.8,2,2.0
15,3.9,1.34,0.017,0,-0.1,9,75.22,89.46,0.89,0.11,1015,0.8,3,1.8
16,6.0,1.36,0.016,0,1.3,144,71.86,80.11,0.88,0.11,1016,0.8,7,1.7
17,7.8,1.36,0.015,0,1.0,307,62.07,71.79,0.89,0.11,1016,0.8,9,1.9
18,9.1,1.14,0.02,0,0.6,431,55.1,65.41,0.9,0.11,1016,0.8,11,1.9
19,10.1,1.13,0.021,0,0.5,502,51.25,61.63,0.9,0.11,1016,0.8,17,1.7
20,10.7,1.13,0.021,0,0.3,514,48.68,60.93,0.9,0.11,1015,0.8,25,1.5
21,10.9,1.1,0.023,0,0.6,466,49.14,63.44,0.9,0.11,1015,0.8,35,1.3
22,10.7,1.11,0.023,0,1.0,364,51.29,68.79,0.9,0.11,1015,0.8,52,1.1
23,9.5,1.13,0.024,0,2.3,218,60.69,76.35,0.9,0.11,1015,0.8,81,0.9
0,8.0,1.14,0.024,2,2.7,50,69.35,85.45,0.89,0.11,1015,0.8,107,1.0
1,7.2,1.15,0.024,0,1.1,0,65.31,95.97,0.89,0.11,1016,0.8,119,1.1
2,6.8,1.16,0.024,0,1.0,0,66.48,107.06,0.89,0.11,1016,0.8,120,1.1
3,6.3,1.17,0.025,0,1.0,0,68.94,118.63,0.89,0.11,1017,0.8,113,1.1
4,5.7,1.18,0.025,0,1.1,0,72.45,130.42,0.89,0.11,1017,0.8,103,1.2
5,5.0,1.18,0.026,0,1.2,0,76.56,142.18,0.89,0.11,1017,0.7,95,1.5
6,4.2,1.19,0.026,0,1.3,0,81.29,153.37,0.88,0.11,1017,0.7,90,1.7
7,3.4,1.19,0.027,0,1.3,0,86.27,162.42,0.88,0.11,1017,0.7,88,1.9
8,2.8,1.19,0.028,0,1.3,0,90.12,164.59,0.89,0.11,1017,0.7,87,2.0
9,2.3,1.19,0.028,0,1.3,0,93.28,157.73,0.89,0.11,1017,0.7,85,2.1
10,1.9,1.18,0.029,0,1.2,0,95.41,147.14,0.89,0.11,1017,0.7,82,2.1
11,1.6,1.16,0.03,0,1.2,0,97.12,135.54,0.89,0.11,1017,0.7,80,2.1
12,1.3,1.15,0.031,0,1.2,0,99.33,123.71,0.9,0.11,1017,0.7,79,2.0
13,1.3,1.13,0.033,0,1.3,0,99.97,112.01,0.9,0.11,1017,0.8,79,1.9
14,1.5,1.12,0.036,4,1.4,0,99.55,100.68,0.91,0.11,1017,0.8,79,1.7
15,2.6,1.11,0.04,3,1.7,6,93.6,89.47,0.91,0.11,1018,0.9,75,1.7
16,4.5,1.1,0.044,0,2.5,144,86.64,80.11,0.91,0.11,1018,1.0,74,1.7
17,6.5,1.1,0.046,0,3.4,300,80.31,71.78,0.91,0.11,1018,1.0,86,1.5
18,8.7,1.17,0.036,0,4.6,423,75.38,65.37,0.91,0.11,1018,1.1,110,1.5
19,10.6,1.16,0.038,0,5.8,493,72.23,61.56,0.92,0.11,1017,1.1,141,1.9
20,11.7,1.12,0.04,0,6.8,505,71.91,60.84,0.93,0.11,1015,1.2,165,2.2
21,12.0,1.03,0.049,0,7.3,451,73.04,63.32,0.94,0.11,1014,1.2,176,2.2
22,11.7,1.01,0.051,3,7.7,133,76.54,68.66,0.94,0.11,1014,1.2,188,1.9
23,10.7,0.99,0.046,7,8.5,115,86.29,76.22,0.95,0.11,1014,1.3,205,1.5
0,9.7,1.02,0.057,7,8.2,38,90.5,85.32,0.96,0.11,1014,1.3,223,1.5
1,9.1,1.03,0.06,8,7.8,0,91.72,95.83,0.96,0.11,1015,1.3,231,1.5
2,8.9,1.04,0.054,7,7.8,0,92.51,106.92,0.95,0.11,1015,1.3,221,1.4
3,8.6,1.07,0.05,8,7.6,0,93.28,118.49,0.95,0.11,1015,1.3,200,1.5
4,8.4,1.09,0.046,4,7.4,0,93.51,130.28,0.94,0.11,1015,1.3,187,1.6
5,8.1,1.12,0.042,4,7.2,0,94.33,142.04,0.94,0.11,1015,1.3,185,1.8
6,7.8,1.13,0.038,4,7.1,0,95.08,153.23,0.94,0.11,1014,1.3,187,1.9
7,7.6,1.14,0.035,4,6.9,0,95.52,162.29,0.93,0.11,1014,1.3,191,2.1
8,7.4,1.11,0.033,3,6.9,0,96.7,164.52,0.93,0.11,1014,1.3,195,2.2
9,7.3,1.08,0.033,3,6.9,0,97.59,157.73,0.93,0.11,1014,1.3,195,2.2
10,7.2,1.05,0.033,0,7.0,0,98.79,147.18,0.94,0.11,1014,1.4,191,2.2
11,7.2,1.03,0.034,4,7.2,0,99.68,135.58,0.94,0.11,1014,1.4,188,2.3
12,7.3,1.01,0.036,8,7.3,0,100.0,123.75,0.94,0.11,1014,1.4,186,2.4
13,7.4,0.98,0.039,7,7.4,0,100.0,112.05,0.95,0.11,1014,1.5,183,2.5
14,7.7,0.96,0.04,7,7.6,0,99.21,100.71,0.95,0.11,1014,1.5,181,2.6
15,8.5,0.95,0.044,7,7.8,4,95.59,89.5,0.96,0.11,1014,1.5,183,2.9
16,9.6,0.92,0.045,7,8.5,69,92.77,80.11,0.96,0.11,1014,1.6,184,3.3
17,10.4,0.88,0.043,7,9.1,120,91.94,71.75,0.96,0.11,1015,1.6,184,3.7
18,11.1,0.82,0.048,6,9.7,189,90.91,65.32,0.96,0.11,1015,1.7,187,3.9
19,11.6,0.78,0.049,6,10.1,204,90.47,61.48,0.96,0.11,1014,1.8,189,4.2
20,11.8,0.73,0.05,7,10.3,147,90.62,60.73,0.97,0.11,1014,1.8,192,4.4
21,11.9,0.7,0.056,7,10.4,149,90.84,63.2,0.97,0.11,1013,1.9,193,4.4
22,11.8,0.66,0.061,7,10.6,84,92.36,68.52,0.97,0.11,1013,1.9,194,4.5
23,11.6,0.6,0.063,7,10.7,25,94.09,76.07,0.97,0.11,1013,2.0,196,4.4
0,11.4,0.59,0.069,7,10.7,16,95.28,85.18,0.97,0.11,1014,2.1,198,4.4
1,11.4,0.57,0.074,7,10.7,0,95.36,95.69,0.97,0.11,1014,2.2,199,4.5
2,11.4,0.54,0.074,7,10.8,0,96.06,106.78,0.97,0.11,1014,2.2,200,4.4
3,11.3,0.53,0.075,7,10.8,0,96.96,118.34,0.97,0.11,1014,2.3,202,4.2
4,11.2,0.5,0.071,7,10.8,0,97.43,130.14,0.97,0.11,1015,2.3,205,3.8
5,11.2,0.49,0.068,8,10.7,0,97.01,141.89,0.97,0.11,1015,2.2,207,3.5
6,11.2,0.52,0.067,5,10.8,0,97.23,153.08,0.97,0.11,1016,2.2,214,3.2
7,11.2,0.55,0.06,4,10.9,0,97.77,162.14,0.96,0.11,1016,2.2,223,2.9
8,11.2,0.58,0.052,4,10.9,0,97.91,164.44,0.96,0.11,1016,2.2,231,2.4
9,11.1,0.66,0.051,4,10.8,0,98.26,157.73,0.96,0.11,1016,2.3,240,1.9
10,11.0,0.69,0.047,4,10.8,0,98.51,147.2,0.95,0.11,1016,2.4,244,1.6
11,10.6,0.71,0.042,4,10.6,0,100.0,135.61,0.95,0.11,1017,2.4,245,1.3
12,10.1,0.72,0.039,4,10.1,0,100.0,123.79,0.95,0.11,1017,2.4,243,1.2
13,9.7,0.73,0.037,4,9.7,0,100.0,112.08,0.95,0.11,1017,2.3,238,1.2
14,9.5,0.72,0.034,4,9.5,0,100.0,100.73,0.95,0.11,1018,2.3,233,1.2
15,10.3,0.72,0.034,5,9.5,2,94.97,89.51,0.95,0.11,1018,2.2,231,1.1
16,11.7,0.71,0.034,4,10.8,26,94.14,80.1,0.95,0.11,1019,2.2,233,1.3
17,12.6,0.7,0.032,5,11.4,102,92.63,71.72,0.95,0.11,1019,2.3,236,1.5
18,13.2,0.66,0.046,4,11.4,213,88.7,65.27,0.95,0.11,1019,2.4,237,1.5
19,13.7,0.69,0.043,8,11.1,247,84.38,61.39,0.95,0.11,1019,2.4,241,1.5
20,13.9,0.7,0.041,7,10.8,299,81.59,60.62,0.95,0.11,1018,2.4,246,1.6
21,13.9,0.67,0.051,4,10.6,177,80.5,63.07,0.95,0.11,1018,2.5,250,1.7
22,13.6,0.69,0.051,8,10.4,120,81.01,68.38,0.95,0.11,1018,2.6,254,1.6
23,12.6,0.72,0.053,7,10.3,102,86.14,75.93,0.95,0.11,1018,2.6,259,1.3
0,10.9,0.75,0.053,7,10.4,31,96.73,85.03,0.95,0.11,1019,2.6,264,1.1
1,9.8,0.77,0.053,7,9.6,0,98.79,95.54,0.95,0.11,1019,2.5,268,1.2
2,9.4,0.78,0.053,7,9.4,0,100.0,106.63,0.95,0.11,1019,2.4,269,1.2
3,9.0,0.77,0.052,4,9.0,0,100.0,118.2,0.95,0.11,1019,2.3,267,1.2
4,8.8,0.77,0.05,0,8.8,0,100.0,130.0,0.95,0.11,1019,2.3,263,1.2
5,8.8,0.76,0.049,3,8.8,0,100.0,141.75,0.95,0.11,1019,2.4,258,1.2
6,8.7,0.76,0.048,0,8.7,0,100.0,152.93,0.94,0.11,1019,2.4,250,1.2
7,8.7,0.78,0.046,3,8.7,0,100.0,162.0,0.94,0.11,1019,2.4,242,1.3
8,8.8,0.81,0.043,3,8.8,0,100.0,164.36,0.94,0.11,1019,2.4,240,1.3
9,8.9,0.87,0.042,3,8.9,0,100.0,157.72,0.93,0.11,1019,2.4,243,1.3
10,9.1,0.91,0.041,3,9.1,0,100.0,147.22,0.93,0.11,1019,2.3,247,1.3
11,9.3,0.94,0.038,3,9.3,0,100.0,135.64,0.93,0.11,1018,2.3,249,1.4
12,9.4,0.97,0.038,4,9.4,0,100.0,123.82,0.93,0.11,1018,2.3,251,1.4
13,9.3,0.99,0.036,3,9.3,0,100.0,112.11,0.92,0.11,1018,2.3,251,1.3
14,9.3,0.98,0.033,3,9.3,0,100.0,100.75,0.93,0.11,1018,2.3,253,1.2
15,10.1,0.98,0.033,3,9.5,4,95.93,89.51,0.93,0.11,1018,2.3,258,1.2
16,11.2,0.99,0.034,0,10.4,112,94.94,80.09,0.92,0.11,1019,2.4,261,1.2
17,12.1,1.01,0.032,0,11.0,264,93.05,71.69,0.92,0.11,1019,2.4,261,1.2
18,13.0,1.03,0.03,3,11.6,148,91.1,65.2,0.92,0.11,1018,2.4,268,1.1
19,13.7,1.05,0.029,3,11.9,217,88.84,61.3,0.92,0.11,1018,2.4,275,1.2
20,14.2,1.08,0.028,0,12.0,434,86.61,60.5,0.93,0.11,1017,2.4,277,1.1
21,14.4,1.0,0.04,0,12.2,404,86.46,62.93,0.94,0.11,1016,2.5,285,1.2
22,14.1,1.03,0.04,7,12.2,110,88.39,68.23,0.94,0.11,1015,2.6,298,1.3
23,13.1,1.04,0.038,7,12.3,13,94.89,75.77,0.94,0.11,1015,2.6,308,1.1
0,11.9,1.05,0.038,3,11.9,34,100.0,84.88,0.94,0.11,1015,2.7,313,1.0
1,11.1,1.06,0.038,3,11.1,0,100.0,95.38,0.94,0.11,1015,2.7,319,1.1
2,10.9,1.07,0.038,8,10.9,0,100.0,106.48,0.94,0.11,1015,2.6,323,1.1
3,10.7,1.08,0.037,8,10.7,0,100.0,118.05,0.93,0.11,1015,2.6,324,1.1
4,10.4,1.09,0.036,8,10.4,0,100.0,129.85,0.93,0.11,1015,2.5,321,1.1
5,10.2,1.11,0.034,3,10.2,0,100.0,141.6,0.92,0.11,1015,2.3,317,1.2
6,9.8,1.13,0.031,3,9.8,0,100.0,152.78,0.91,0.11,1014,2.2,311,1.3
7,9.4,1.14,0.027,3,9.4,0,100.0,161.85,0.91,0.11,1014,2.0,306,1.4
8,9.3,1.14,0.025,0,9.3,0,100.0,164.26,0.9,0.11,1013,2.0,304,1.4
9,9.2,1.14,0.024,0,9.2,0,100.0,157.7,0.9,0.11,1013,1.9,304,1.4
10,9.1,1.14,0.023,3,9.1,0,100.0,147.24,0.9,0.11,1013,2.0,304,1.4
11,9.0,1.15,0.022,3,9.0,0,100.0,135.67,0.9,0.11,1013,2.0,305,1.4
12,9.0,1.16,0.024,3,9.0,0,100.0,123.85,0.91,0.11,1012,2.0,307,1.3
13,9.0,1.17,0.025,0,9.0,0,100.0,112.13,0.91,0.11,1012,2.0,311,1.2
14,9.0,1.18,0.024,0,9.0,0,99.96,100.76,0.91,0.11,1012,2.0,318,1.0
15,9.5,1.18,0.025,0,8.9,9,95.99,89.51,0.91,0.11,1012,1.9,335,0.9
16,10.3,1.19,0.025,0,9.2,143,92.76,80.07,0.91,0.11,1012,1.9,175,0.6
17,11.5,1.2,0.024,0,9.6,287,87.98,71.64,0.92,0.11,1012,1.8,165,0.6
18,12.8,1.06,0.039,3,10.6,80,86.66,65.13,0.94,0.11,1011,1.7,316,0.7
19,13.4,1.08,0.04,3,11.1,80,86.09,61.2,0.94,0.11,1010,1.6,301,0.9
20,13.7,1.08,0.04,3,11.4,73,85.94,60.37,0.94,0.11,1010,1.6,295,1.2
21,13.6,1.08,0.042,3,11.5,74,86.89,62.78,0.94,0.11,1009,1.5,294,1.4
22,13.3,1.08,0.044,3,11.4,54,88.49,68.07,0.94,0.11,1009,1.5,294,1.4
23,12.5,1.08,0.042,0,11.3,215,92.64,75.62,0.94,0.11,1008,1.4,293,1.2
0,11.4,1.08,0.045,0,11.2,59,99.0,84.73,0.94,0.11,1008,1.4,290,1.0
1,10.7,1.08,0.043,3,10.7,0,100.0,95.23,0.93,0.11,1008,1.3,286,1.1
2,10.3,1.09,0.037,3,10.3,0,100.0,106.33,0.93,0.11,1008,1.2,281,1.1
3,10.1,1.1,0.036,3,10.1,0,100.0,117.9,0.93,0.11,1008,1.2,275,1.1
4,10.1,1.11,0.034,0,10.0,0,99.49,129.7,0.92,0.11,1008,1.1,270,1.2
5,10.1,1.11,0.03,3,10.0,0,99.24,141.45,0.92,0.11,1008,1.1,268,1.4
6,10.2,1.11,0.033,3,10.0,0,98.49,152.62,0.93,0.11,1007,1.0,265,1.5
7,10.2,1.11,0.032,3,9.9,0,98.15,161.69,0.92,0.11,1007,1.0,260,1.6
8,9.9,1.11,0.026,3,9.7,0,98.8,164.16,0.93,0.11,1007,1.0,250,1.6
9,9.7,1.11,0.03,7,9.4,0,98.04,157.68,0.94,0.11,1007,1.1,236,1.6
10,9.5,1.11,0.03,7,9.1,0,97.13,147.25,0.94,0.11,1007,1.2,221,1.7
11,9.4,1.08,0.027,8,8.9,0,96.6,135.69,0.95,0.11,1007,1.7,209,1.8
12,9.5,1.04,0.031,0,8.8,0,95.64,123.87,0.96,0.11,1007,2.1,201,2.0
13,9.7,1.01,0.036,8,9.0,0,95.47,112.14,0.96,0.11,1007,2.3,195,2.2
14,10.1,0.96,0.037,6,9.4,0,95.28,100.76,0.96,0.11,1007,2.3,189,2.4
15,10.5,0.95,0.042,6,9.7,2,94.67,89.5,0.95,0.11,1007,2.2,190,2.7
16,10.9,0.92,0.043,7,10.0,28,94.41,80.04,0.95,0.11,1007,2.1,198,2.9
17,11.4,0.86,0.042,6,10.5,58,93.98,71.59,0.94,0.11,1007,1.9,206,2.9
18,11.9,0.84,0.047,6,11.0,192,93.96,65.05,0.94,0.11,1007,1.6,217,2.6
19,12.4,0.81,0.043,6,11.4,130,93.69,61.09,0.94,0.11,1007,1.5,236,2.4
20,12.9,0.81,0.036,6,11.5,304,91.33,60.24,0.94,0.11,1006,1.4,258,2.5
21,13.2,0.74,0.045,8,11.1,179,87.28,62.63,0.94,0.11,1006,1.4,274,2.8
22,13.0,0.75,0.042,7,10.7,111,85.81,67.91,0.94,0.11,1006,1.4,282,3.0
23,12.0,0.73,0.038,0,10.3,167,89.17,75.45,0.94,0.11,1007,1.4,287,2.7
0,10.6,0.76,0.038,2,9.9,57,95.26,84.57,0.94,0.12,1008,1.3,292,2.5
1,9.4,0.78,0.035,0,9.2,0,98.64,95.07,0.94,0.12,1008,1.3,297,2.4
2,8.7,0.8,0.03,0,8.7,0,100.0,106.17,0.93,0.12,1009,1.2,299,2.3
3,8.2,0.85,0.025,0,8.2,0,100.0,117.74,0.92,0.12,1009,1.2,296,2.2
4,7.9,0.89,0.023,0,7.9,0,100.0,129.55,0.91,0.12,1009,1.1,295,2.3
5,7.7,0.91,0.023,0,7.7,0,100.0,141.29,0.91,0.12,1010,1.1,297,2.4
6,7.6,0.9,0.025,0,7.6,0,100.0,152.46,0.91,0.12,1010,1.0,300,2.2
7,7.4,0.89,0.024,0,7.4,0,100.0,161.53,0.92,0.12,1010,1.0,303,2.0
8,7.1,0.88,0.022,0,7.1,0,100.0,164.05,0.92,0.12,1010,1.0,305,1.9
9,6.9,0.87,0.023,0,6.9,0,100.0,157.64,0.92,0.12,1011,1.0,308,2.0
10,6.8,0.89,0.024,0,6.8,0,100.0,147.25,0.92,0.12,1011,1.0,315,1.9
11,6.7,0.95,0.024,0,6.7,0,100.0,135.7,0.91,0.12,1011,1.0,328,1.8
12,6.5,1.02,0.024,0,6.5,0,100.0,123.88,0.91,0.12,1011,1.0,346,1.7
13,6.0,1.08,0.024,0,6.0,0,100.0,112.15,0.9,0.12,1012,1.0,185,1.7
14,5.6,1.12,0.022,0,5.6,0,100.0,100.76,0.9,0.12,1013,1.0,22,1.7
15,6.2,1.15,0.023,0,5.5,9,95.23,89.48,0.9,0.12,1013,1.0,36,1.9
16,7.7,1.17,0.024,0,6.0,149,88.8,80.0,0.91,0.12,1014,1.0,46,2.0
17,9.1,1.19,0.024,0,6.7,297,85.17,71.53,0.92,0.12,1014,1.0,51,2.0
18,10.5,1.04,0.032,0,7.3,371,80.52,64.96,0.92,0.12,1014,1.1,53,1.9
19,11.6,1.07,0.032,2,7.6,366,76.38,60.97,0.92,0.12,1014,1.1,53,1.6
20,12.5,1.11,0.032,0,7.9,421,73.69,60.1,0.92,0.12,1013,1.1,51,1.4
21,13.0,1.04,0.036,0,8.1,435,72.11,62.47,0.92,0.12,1013,1.1,43,1.3
22,13.0,1.07,0.035,0,8.1,379,72.12,67.75,0.92,0.12,1013,1.1,34,1.2
23,11.9,1.08,0.034,0,8.5,235,79.44,75.29,0.92,0.12,1013,1.0,29,1.0
0,10.2,1.08,0.032,0,8.6,74,89.75,84.41,0.91,0.12,1013,1.0,22,1.0
1,9.2,1.09,0.03,0,7.6,0,89.63,94.91,0.9,0.12,1014,1.0,17,1.1
2,8.8,1.09,0.029,0,7.3,0,90.54,106.01,0.9,0.12,1014,0.9,16,1.2
3,8.4,1.09,0.027,0,7.1,0,91.22,117.59,0.9,0.12,1014,0.9,22,1.2
4,8.1,1.09,0.027,0,6.8,0,91.57,129.39,0.89,0.12,1015,0.9,40,1.3
5,7.4,1.1,0.027,0,6.6,0,94.55,141.13,0.89,0.12,1015,0.9,63,1.5
6,6.4,1.11,0.028,0,6.4,0,100.0,152.29,0.89,0.12,1015,0.9,79,1.8
7,5.8,1.11,0.031,0,5.8,0,100.0,161.36,0.9,0.12,1015,0.9,88,2.1
8,5.5,1.11,0.035,0,5.5,0,100.0,163.93,0.91,0.12,1015,1.0,89,2.2
9,5.4,1.1,0.038,0,5.4,0,100.0,157.6,0.91,0.12,1015,1.0,84,2.2
10,5.3,1.08,0.04,0,5.3,0,100.0,147.24,0.92,0.12,1015,1.0,79,2.3
11,5.2,1.06,0.041,0,5.2,0,100.0,135.71,0.92,0.12,1016,0.9,76,2.3
12,5.1,1.04,0.042,0,5.1,0,100.0,123.89,0.93,0.12,1016,0.9,75,2.2
13,4.8,1.05,0.042,0,4.8,0,100.0,112.15,0.92,0.12,1016,0.8,72,2.4
14,4.5,1.08,0.039,0,4.5,0,100.0,100.75,0.92,0.12,1017,0.8,68,2.6
15,5.4,1.11,0.036,0,3.9,8,90.07,89.46,0.91,0.12,1017,0.8,64,3.0
16,7.3,1.15,0.034,0,4.3,151,81.41,79.96,0.91,0.12,1018,0.8,62,3.4
17,9.4,1.18,0.032,0,4.9,312,73.5,71.47,0.91,0.12,1018,0.8,64,3.5
18,11.5,1.12,0.034,0,6.0,438,69.04,64.87,0.91,0.12,1018,0.8,70,3.3
19,13.2,1.12,0.035,0,7.2,513,66.77,60.85,0.91,0.12,1017,0.9,76,2.7
20,14.3,1.12,0.037,0,8.1,529,66.25,59.95,0.91,0.12,1017,0.9,80,2.4
21,14.8,1.26,0.033,0,8.6,484,66.38,62.31,0.91,0.12,1017,1.0,82,2.2
22,14.6,1.23,0.035,0,8.9,384,68.65,67.57,0.91,0.12,1017,1.0,82,1.9
23,13.0,1.22,0.036,0,9.6,238,79.8,75.11,0.9,0.12,1018,1.0,76,1.4
0,10.8,1.22,0.037,0,9.3,68,90.48,84.24,0.9,0.12,1018,1.0,69,1.2
1,9.4,1.21,0.038,8,8.1,0,91.53,94.74,0.91,0.12,1019,1.0,65,1.5
2,8.7,1.2,0.041,7,7.7,0,93.73,105.85,0.91,0.12,1020,1.0,65,1.9
3,8.3,1.19,0.043,8,7.4,0,94.3,117.43,0.91,0.12,1020,1.0,69,2.0
4,8.1,1.19,0.044,8,7.1,0,93.59,129.23,0.91,0.12,1021,1.0,72,1.8
5,8.1,1.19,0.046,8,6.9,0,91.95,140.97,0.91,0.12,1021,1.0,73,1.7
6,8.1,1.19,0.048,7,6.7,0,90.84,152.13,0.92,0.12,1022,1.1,73,1.7
7,8.1,1.2,0.05,7,6.5,0,89.94,161.18,0.92,0.12,1022,1.2,73,1.7
8,8.1,1.19,0.052,7,6.4,0,89.21,163.8,0.92,0.12,1022,1.4,72,1.7
9,8.1,1.19,0.055,7,6.3,0,88.64,157.55,0.93,0.12,1022,1.6,71,1.6
10,8.0,1.19,0.056,7,6.3,0,88.83,147.23,0.93,0.12,1022,1.7,70,1.7
11,8.0,1.19,0.055,7,6.2,0,88.3,135.71,0.92,0.12,1022,1.8,69,1.7
12,7.7,1.18,0.053,5,6.1,0,89.34,123.89,0.91,0.12,1022,1.7,65,1.7
13,7.2,1.18,0.047,4,5.8,0,90.86,112.15,0.9,0.12,1023,1.6,56,1.8
14,6.8,1.17,0.042,0,5.5,0,91.45,100.74,0.9,0.12,1023,1.4,49,1.9
15,7.6,1.15,0.04,3,5.4,6,85.77,89.44,0.9,0.12,1023,1.3,49,2.2
16,9.4,1.13,0.039,0,6.2,146,80.67,79.91,0.9,0.12,1023,1.3,50,2.3
17,11.1,1.13,0.039,0,6.6,305,74.04,71.39,0.9,0.12,1023,1.3,53,2.3
18,12.8,1.3,0.032,0,7.7,431,70.96,64.77,0.89,0.12,1023,1.3,53,2.0
19,14.1,1.31,0.032,0,8.3,507,68.03,60.72,0.89,0.12,1022,1.3,50,1.8
20,14.9,1.32,0.033,0,8.5,524,65.52,59.8,0.89,0.12,1021,1.3,54,1.7
21,15.2,1.3,0.035,0,8.8,481,65.58,62.14,0.89,0.12,1021,1.2,58,1.6
22,15.0,1.3,0.036,0,9.1,382,67.91,67.4,0.89,0.12,1021,1.2,57,1.4
23,13.7,1.29,0.036,0,9.8,239,77.47,74.94,0.89,0.12,1021,1.2,49,1.1
0,11.8,1.26,0.037,0,9.9,76,87.94,84.07,0.9,0.12,1021,1.2,33,1.0
1,10.6,1.24,0.039,0,8.7,0,88.29,94.57,0.9,0.12,1022,1.2,185,1.2
2,10.0,1.24,0.04,0,8.8,0,92.08,105.69,0.89,0.12,1022,1.2,348,1.2
3,9.9,1.25,0.039,0,8.7,0,91.98,117.27,0.89,0.12,1022,1.2,182,1.2
4,9.8,1.25,0.04,0,8.4,0,90.95,129.07,0.89,0.12,1022,1.1,22,1.1
5,9.3,1.24,0.04,0,8.2,0,92.68,140.81,0.89,0.12,1022,1.1,24,1.1
6,8.7,1.23,0.041,0,7.9,0,95.01,151.96,0.89,0.12,1022,1.1,33,1.2
7,8.2,1.22,0.042,0,7.6,0,95.84,161.0,0.89,0.12,1021,1.1,58,1.3
8,7.6,1.22,0.041,0,7.1,0,96.92,163.66,0.89,0.12,1021,1.1,65,1.5
9,7.1,1.21,0.041,0,6.7,0,97.18,157.5,0.9,0.12,1021,1.2,57,1.7
10,6.6,1.21,0.041,7,6.2,0,97.58,147.21,0.9,0.12,1021,1.2,52,1.8
11,6.4,1.18,0.04,8,5.8,0,96.09,135.7,0.9,0.12,1021,1.2,49,1.8
12,6.3,1.15,0.042,7,5.5,0,94.36,123.89,0.9,0.12,1022,1.2,47,1.8
13,6.0,1.14,0.04,7,5.1,0,93.72,112.14,0.9,0.12,1022,1.2,49,1.8
14,5.6,1.14,0.036,7,4.6,0,93.15,100.72,0.89,0.12,1022,1.2,52,1.7
15,6.8,1.13,0.034,8,4.3,7,84.25,89.41,0.9,0.12,1022,1.2,53,1.6
16,8.9,1.13,0.034,7,5.5,84,79.36,79.86,0.9,0.12,1022,1.2,49,1.4
17,10.9,1.13,0.035,0,5.8,309,70.93,71.31,0.9,0.12,1022,1.2,43,1.2
18,12.9,1.27,0.032,0,7.1,436,67.74,64.66,0.9,0.12,1022,1.2,41,0.9
19,14.1,1.26,0.036,0,7.9,503,66.47,60.58,0.91,0.12,1021,1.3,32,0.9
20,14.5,1.25,0.039,7,8.7,468,68.02,59.64,0.9,0.12,1020,1.3,14,0.9
21,14.9,1.37,0.035,7,9.0,344,67.59,61.96,0.89,0.12,1020,1.3,2,1.0
22,15.0,1.39,0.034,7,9.2,321,68.19,67.22,0.89,0.12,1019,1.3,3,1.0
23,14.1,1.41,0.035,7,10.1,150,76.76,74.76,0.89,0.12,1019,1.3,5,0.9
0,12.8,1.39,0.037,8,9.3,57,79.35,83.9,0.9,0.12,1019,1.3,4,1.0
1,12.2,1.37,0.038,8,8.3,0,77.21,94.4,0.89,0.12,1019,1.3,177,1.1
2,11.9,1.38,0.037,7,8.3,0,78.65,105.52,0.89,0.12,1019,1.2,177,1.1
3,11.5,1.39,0.036,8,8.2,0,80.25,117.11,0.89,0.12,1019,1.2,15,1.1
4,10.9,1.38,0.035,8,8.1,0,82.98,128.91,0.89,0.12,1019,1.2,41,1.0
5,10.3,1.36,0.036,7,8.1,0,86.12,140.65,0.89,0.12,1019,1.2,59,1.1
6,9.7,1.35,0.037,7,8.0,0,89.39,151.78,0.89,0.12,1019,1.2,66,1.1
7,9.0,1.35,0.038,0,7.9,0,92.85,160.82,0.89,0.12,1019,1.2,70,1.1
