Hour,Temperature,Alpha,AOD,Cloud Type,Dew Point,GHI,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
18,19.2,0.79,0.074,3,11.4,208,60.48,26.62,0.93,0.12,1008,1.6,264,4.5
19,19.6,0.8,0.072,3,11.5,254,59.43,17.53,0.93,0.12,1008,1.7,263,4.7
20,19.7,0.83,0.068,3,11.6,305,59.37,15.32,0.93,0.12,1008,1.8,264,4.9
21,19.6,0.62,0.097,3,11.7,350,60.2,22.17,0.93,0.12,1008,1.8,265,5.1
22,19.2,0.66,0.097,3,11.8,359,62.21,32.76,0.93,0.12,1008,1.9,266,5.2
23,18.6,0.72,0.096,3,11.8,473,64.49,44.37,0.93,0.12,1007,1.9,267,5.3
0,17.7,0.8,0.091,0,11.7,493,67.77,56.19,0.93,0.12,1007,1.9,269,5.3
1,16.3,0.89,0.085,0,11.6,332,73.65,67.87,0.93,0.12,1007,1.9,272,5.2
2,14.8,0.97,0.078,0,11.6,140,80.9,79.16,0.93,0.12,1008,1.8,272,4.8
3,13.7,1.03,0.077,0,11.6,9,86.87,89.48,0.93,0.12,1008,1.8,271,4.5
4,13.1,1.05,0.077,3,11.6,0,90.54,99.71,0.93,0.12,1008,1.8,271,4.3
5,12.8,1.06,0.08,0,11.6,0,92.28,108.09,0.93,0.12,1008,1.8,271,4.0
6,12.7,1.07,0.086,3,11.6,0,92.8,114.5,0.94,0.12,1008,1.9,271,3.9
7,12.6,1.08,0.089,3,11.6,0,93.47,118.32,0.94,0.12,1008,1.9,270,3.7
8,12.6,1.05,0.087,3,11.6,0,93.8,119.05,0.94,0.12,1008,2.0,269,3.6
9,12.6,1.05,0.09,7,11.6,0,93.9,116.57,0.94,0.12,1007,2.0,268,3.6
10,12.6,1.05,0.095,8,11.6,0,93.88,111.23,0.94,0.12,1007,2.0,268,3.5
11,12.5,1.02,0.09,3,11.6,0,94.53,103.66,0.94,0.12,1008,2.0,268,3.4
12,12.6,1.03,0.094,3,11.6,0,93.8,94.45,0.94,0.12,1008,2.0,267,3.5
13,13.4,1.04,0.099,0,11.6,47,88.81,83.98,0.94,0.12,1008,2.0,270,3.8
14,14.6,1.05,0.1,3,11.4,35,81.12,72.98,0.95,0.12,1008,2.1,275,4.0
15,15.4,1.07,0.111,8,11.3,32,76.31,61.44,0.95,0.12,1009,2.2,275,3.9
16,15.9,1.09,0.124,8,11.2,168,73.51,49.65,0.95,0.12,1009,2.3,273,3.8
17,16.5,1.1,0.126,7,11.1,290,70.61,37.9,0.95,0.12,1009,2.4,270,3.7
18,17.7,1.19,0.102,3,11.1,217,65.28,26.7,0.94,0.12,1009,2.4,267,3.8
19,18.9,1.16,0.087,3,11.0,471,60.21,17.62,0.94,0.12,1009,2.4,263,3.8
20,19.4,1.14,0.078,3,10.9,684,57.94,15.39,0.93,0.12,1009,2.4,259,3.9
21,19.4,0.77,0.105,0,10.9,945,57.72,22.2,0.93,0.12,1008,2.5,257,4.0
22,19.0,0.83,0.093,0,10.8,848,59.16,32.77,0.93,0.12,1008,2.5,260,4.1
23,18.2,0.9,0.08,0,10.8,705,61.99,44.37,0.92,0.12,1008,2.5,264,4.2
0,17.1,0.98,0.069,0,10.7,526,66.23,56.19,0.93,0.12,1008,2.6,267,4.2
1,15.7,1.04,0.062,0,10.8,329,72.5,67.88,0.93,0.12,1008,2.7,270,4.1
2,14.3,1.07,0.057,0,10.8,139,79.55,79.18,0.93,0.12,1008,2.8,270,3.8
3,13.4,1.16,0.059,0,10.8,9,84.39,89.5,0.93,0.12,1008,2.9,268,3.5
4,13.0,1.23,0.06,0,10.8,0,86.46,99.75,0.93,0.12,1008,2.9,265,3.3
5,12.7,1.25,0.055,0,10.8,0,88.26,108.13,0.92,0.12,1008,2.9,262,3.0
6,12.5,1.26,0.052,0,10.9,0,90.2,114.57,0.92,0.12,1008,2.9,258,2.7
7,12.4,1.28,0.049,0,11.1,0,91.9,118.4,0.91,0.12,1008,3.0,254,2.3
8,12.4,1.31,0.046,0,11.4,0,93.33,119.14,0.91,0.12,1008,3.1,249,2.1
9,12.4,1.33,0.046,0,11.6,0,94.76,116.66,0.9,0.12,1008,3.1,245,1.9
10,12.5,1.35,0.047,0,11.8,0,95.47,111.33,0.9,0.12,1008,3.1,241,1.8
11,12.6,1.36,0.048,0,12.0,0,96.33,103.75,0.91,0.12,1008,3.1,236,1.7
12,13.1,1.36,0.055,0,12.3,0,94.88,94.54,0.92,0.12,1008,3.1,230,1.8
13,14.6,1.35,0.06,0,12.6,65,87.78,84.07,0.92,0.12,1008,3.2,228,2.0
14,16.6,1.33,0.062,3,13.1,52,79.57,73.07,0.92,0.12,1008,3.2,231,2.2
15,18.4,1.32,0.068,4,13.3,94,72.0,61.52,0.93,0.12,1009,3.3,230,2.2
16,20.1,1.33,0.072,4,13.4,235,65.24,49.73,0.93,0.12,1009,3.4,224,2.1
17,21.5,1.34,0.074,4,13.6,414,60.81,37.98,0.94,0.12,1009,3.4,221,2.2
18,22.6,0.85,0.136,4,13.9,445,57.91,26.79,0.94,0.12,1009,3.5,222,2.4
19,23.4,0.85,0.137,3,14.2,737,56.32,17.72,0.94,0.12,1008,3.5,225,2.8
20,23.8,0.87,0.132,3,14.5,703,55.97,15.46,0.94,0.12,1008,3.6,229,3.0
21,23.9,0.9,0.124,3,14.7,844,56.31,22.24,0.94,0.12,1008,3.6,233,3.2
22,23.6,0.94,0.114,0,14.8,828,57.75,32.79,0.94,0.12,1008,3.6,237,3.4
23,22.9,0.99,0.104,0,14.8,656,60.48,44.39,0.94,0.12,1007,3.5,241,3.4
0,21.9,1.05,0.093,3,14.9,314,64.66,56.2,0.94,0.12,1008,3.4,245,3.3
1,20.5,1.11,0.084,0,15.0,274,70.81,67.9,0.94,0.12,1008,3.4,249,3.1
2,18.9,1.17,0.076,0,15.1,129,78.51,79.2,0.93,0.12,1008,3.3,252,2.7
3,17.6,1.23,0.072,0,15.1,8,85.49,89.54,0.93,0.12,1008,3.3,252,2.3
4,16.8,1.26,0.068,0,15.2,0,90.11,99.79,0.93,0.12,1008,3.3,250,1.9
5,16.3,1.28,0.065,0,15.1,0,92.78,108.19,0.92,0.12,1008,3.3,247,1.7
6,16.0,1.29,0.065,3,15.1,0,94.23,114.63,0.92,0.12,1008,3.3,243,1.5
7,15.8,1.3,0.066,3,15.0,0,95.13,118.48,0.92,0.12,1008,3.3,240,1.3
8,15.6,1.3,0.065,3,15.0,0,96.08,119.23,0.92,0.12,1008,3.2,237,1.2
9,15.5,1.31,0.067,3,14.9,0,96.48,116.76,0.92,0.12,1008,3.2,234,1.2
10,15.4,1.32,0.066,3,14.9,0,96.87,111.43,0.92,0.12,1007,3.2,232,1.1
11,15.3,1.31,0.062,3,14.9,0,97.48,103.85,0.91,0.12,1008,3.1,232,1.1
12,15.6,1.33,0.06,0,14.9,0,95.5,94.64,0.91,0.12,1008,3.1,236,1.4
13,16.8,1.36,0.057,0,14.9,51,88.6,84.16,0.91,0.12,1008,3.0,242,1.7
14,18.4,1.41,0.054,0,15.1,155,80.92,73.15,0.92,0.12,1008,3.0,243,1.9
15,19.9,1.44,0.056,3,15.0,118,73.29,61.61,0.92,0.12,1008,3.0,238,2.0
16,21.2,1.46,0.058,3,14.8,338,66.77,49.81,0.92,0.12,1008,3.0,231,2.2
17,22.3,1.46,0.058,3,14.6,422,61.71,38.07,0.93,0.12,1008,3.0,227,2.4
18,23.1,1.4,0.062,3,14.5,428,58.26,26.88,0.93,0.12,1008,2.9,228,2.8
19,23.4,1.35,0.063,0,14.3,932,56.7,17.82,0.93,0.12,1008,2.9,232,3.2
20,23.4,1.27,0.062,2,14.1,721,56.01,15.55,0.92,0.12,1008,2.8,236,3.5
21,23.2,0.95,0.084,0,13.9,763,55.79,22.28,0.92,0.12,1007,2.7,240,3.6
22,22.6,0.97,0.077,0,13.6,828,56.89,32.81,0.92,0.12,1007,2.6,242,3.6
23,21.8,1.0,0.069,0,13.4,707,58.8,44.4,0.91,0.12,1007,2.4,246,3.6
0,20.7,1.04,0.059,0,13.2,530,62.03,56.22,0.91,0.12,1007,2.3,250,3.4
1,19.2,1.11,0.052,0,13.0,334,67.34,67.92,0.9,0.12,1007,2.3,255,3.3
2,17.5,1.17,0.049,0,12.9,142,74.6,79.22,0.9,0.12,1007,2.2,261,3.1
3,16.1,1.22,0.046,0,13.0,9,82.08,89.56,0.9,0.12,1008,2.2,265,2.9
4,15.3,1.25,0.044,0,13.2,0,87.4,99.84,0.89,0.12,1008,2.2,267,2.7
5,14.8,1.27,0.041,0,13.3,0,90.87,108.25,0.89,0.12,1008,2.2,267,2.4
6,14.5,1.29,0.04,0,13.4,0,92.96,114.71,0.89,0.12,1008,2.2,267,2.1
7,14.2,1.3,0.04,0,13.4,0,95.02,118.57,0.89,0.12,1008,2.2,267,1.9
8,14.0,1.3,0.038,0,13.5,0,96.52,119.33,0.89,0.12,1008,2.2,266,1.8
9,13.8,1.31,0.039,3,13.5,0,97.97,116.87,0.89,0.12,1007,2.2,264,1.7
10,13.7,1.32,0.04,3,13.6,0,99.03,111.53,0.89,0.12,1007,2.1,262,1.6
11,13.6,1.32,0.039,3,13.6,0,100.0,103.95,0.89,0.12,1008,2.1,258,1.5
12,14.1,1.33,0.041,3,13.8,0,98.2,94.74,0.89,0.12,1008,2.1,255,1.7
13,15.6,1.34,0.042,0,14.0,68,90.11,84.25,0.89,0.12,1008,2.0,255,2.1
14,17.3,1.34,0.042,0,13.8,246,79.96,73.24,0.9,0.12,1009,2.0,257,2.3
15,18.7,1.32,0.045,3,13.5,262,71.58,61.69,0.91,0.12,1009,2.0,256,2.3
16,20.0,1.32,0.048,3,13.3,407,65.36,49.9,0.91,0.12,1009,2.0,252,2.3
17,21.2,1.31,0.048,3,13.2,442,60.32,38.15,0.92,0.12,1009,2.1,249,2.5
18,22.0,1.03,0.092,0,13.1,772,57.17,26.98,0.93,0.12,1009,2.1,247,2.8
19,22.6,1.05,0.087,0,13.1,841,54.85,17.93,0.93,0.12,1008,2.1,247,3.2
20,22.7,1.06,0.083,3,13.0,545,54.32,15.64,0.92,0.12,1008,2.1,249,3.6
21,22.4,1.08,0.073,3,13.0,709,55.19,22.33,0.92,0.12,1008,2.1,253,3.8
22,21.8,1.09,0.066,0,12.9,861,56.88,32.84,0.92,0.12,1008,2.1,258,4.0
23,20.8,1.08,0.06,0,12.8,716,60.12,44.42,0.92,0.12,1008,2.0,264,4.1
0,19.6,1.08,0.058,0,12.8,535,64.66,56.24,0.91,0.12,1008,2.0,269,4.1
1,18.1,1.08,0.057,0,12.8,336,71.11,67.94,0.91,0.12,1008,1.9,272,4.0
2,16.6,1.09,0.057,0,12.9,142,78.65,79.25,0.91,0.12,1009,1.9,274,3.7
3,15.5,1.1,0.056,0,13.0,8,85.28,89.6,0.91,0.12,1009,1.9,272,3.3
4,14.8,1.11,0.055,0,13.3,0,90.52,99.89,0.91,0.12,1009,1.9,271,3.1
5,14.4,1.12,0.053,0,13.4,0,93.54,108.32,0.91,0.12,1009,1.9,271,3.0
6,14.1,1.14,0.053,0,13.4,0,95.51,114.79,0.91,0.12,1009,1.9,273,2.9
7,13.9,1.17,0.053,0,13.3,0,96.26,118.67,0.91,0.12,1009,1.9,274,2.8
8,13.7,1.19,0.051,0,13.2,0,96.85,119.44,0.91,0.12,1009,1.9,274,2.7
9,13.4,1.21,0.051,0,13.1,0,97.76,116.98,0.9,0.12,1009,1.9,274,2.6
10,13.2,1.23,0.05,0,12.9,0,97.83,111.65,0.9,0.12,1009,1.9,275,2.5
11,12.9,1.24,0.048,0,12.7,0,98.72,104.06,0.9,0.12,1009,1.8,277,2.5
12,13.2,1.26,0.05,0,12.6,0,95.92,94.84,0.91,0.12,1009,1.8,277,2.7
13,14.3,1.27,0.05,0,12.5,66,88.72,84.34,0.91,0.12,1010,1.8,279,3.1
14,15.9,1.27,0.049,0,12.2,245,78.6,73.33,0.91,0.12,1010,1.8,281,3.2
15,17.6,1.26,0.048,3,12.0,276,69.6,61.78,0.9,0.12,1010,1.7,280,3.1
16,19.3,1.26,0.046,3,11.9,300,62.41,49.99,0.9,0.12,1010,1.7,277,3.1
17,20.8,1.27,0.047,0,12.0,767,56.98,38.24,0.91,0.12,1010,1.7,273,3.0
18,22.1,1.15,0.058,0,11.9,930,52.48,27.07,0.91,0.12,1010,1.7,268,3.0
19,23.1,1.16,0.056,0,11.8,1003,48.98,18.04,0.91,0.12,1010,1.7,264,3.2
20,23.6,1.18,0.054,0,11.5,1017,46.71,15.74,0.91,0.12,1009,1.7,263,3.5
21,23.6,1.14,0.055,0,11.3,974,45.9,22.38,0.91,0.12,1009,1.6,265,3.8
22,23.3,1.15,0.052,0,11.1,874,46.21,32.88,0.91,0.12,1009,1.6,270,4.0
23,22.7,1.15,0.051,0,10.9,726,47.36,44.45,0.91,0.12,1009,1.6,275,4.1
0,21.8,1.14,0.049,0,10.8,544,49.73,56.27,0.91,0.12,1009,1.5,279,4.1
1,20.5,1.13,0.046,0,11.0,343,54.32,67.97,0.91,0.12,1009,1.5,281,4.0
2,18.6,1.11,0.045,0,11.4,146,62.89,79.29,0.91,0.12,1009,1.5,279,3.6
3,16.8,1.11,0.044,0,12.0,9,73.34,89.64,0.91,0.12,1009,1.5,273,3.3
4,15.6,1.1,0.044,0,12.5,0,82.05,99.95,0.91,0.12,1009,1.6,271,3.3
5,14.9,1.09,0.045,0,12.9,0,87.65,108.39,0.91,0.12,1009,1.6,271,3.3
6,14.4,1.1,0.045,0,13.0,0,91.56,114.88,0.91,0.12,1009,1.6,271,3.1
7,14.0,1.12,0.045,0,13.1,0,94.25,118.77,0.91,0.12,1009,1.6,271,2.9
8,13.6,1.13,0.045,0,13.1,0,96.73,119.55,0.91,0.12,1009,1.6,270,2.8
9,13.3,1.15,0.046,0,13.1,0,98.5,117.1,0.91,0.12,1009,1.6,269,2.6
10,13.1,1.17,0.046,0,13.0,0,99.26,111.76,0.91,0.12,1009,1.6,268,2.5
11,12.9,1.18,0.046,0,12.9,0,100.0,104.17,0.91,0.12,1009,1.6,268,2.4
12,13.2,1.19,0.047,0,12.8,0,97.7,94.94,0.91,0.12,1009,1.6,270,2.6
13,14.6,1.2,0.047,0,12.8,66,89.01,84.44,0.91,0.12,1009,1.7,274,2.8
14,16.6,1.22,0.047,0,12.7,245,77.73,73.42,0.91,0.12,1010,1.7,276,2.8
15,18.8,1.22,0.047,0,12.6,447,67.22,61.87,0.91,0.12,1010,1.7,277,2.8
16,20.8,1.23,0.047,0,12.4,641,58.56,50.08,0.91,0.12,1010,1.7,279,2.9
17,22.5,1.23,0.047,0,12.1,804,51.84,38.33,0.91,0.12,1010,1.7,276,3.0
18,23.7,0.92,0.077,0,11.9,925,47.52,27.18,0.92,0.12,1010,1.7,269,3.1
19,24.4,0.93,0.076,0,11.8,997,45.18,18.16,0.92,0.12,1010,1.8,264,3.4
20,24.6,0.95,0.074,0,11.6,1008,44.24,15.84,0.92,0.12,1010,1.8,262,3.6
21,24.3,0.76,0.106,0,11.5,960,44.65,22.44,0.93,0.12,1010,1.7,263,3.9
22,23.6,0.79,0.098,0,11.4,862,46.39,32.91,0.92,0.12,1010,1.7,266,4.2
23,22.6,0.83,0.089,0,11.5,716,49.44,44.48,0.92,0.12,1010,1.7,269,4.4
0,21.1,0.88,0.083,0,11.7,534,55.08,56.3,0.92,0.12,1010,1.7,271,4.6
1,19.3,0.91,0.079,0,12.1,334,63.26,68.0,0.92,0.12,1010,1.7,273,4.6
2,17.4,0.94,0.075,0,12.6,139,73.26,79.33,0.92,0.12,1010,1.7,272,4.3
3,15.9,0.96,0.071,0,12.8,8,81.74,89.68,0.92,0.12,1011,1.7,267,3.9
4,15.1,0.96,0.067,0,12.8,0,86.4,100.01,0.92,0.12,1011,1.6,265,3.7
5,14.6,0.98,0.064,0,12.8,0,89.21,108.47,0.92,0.12,1011,1.6,264,3.6
6,14.3,1.01,0.061,0,12.8,0,90.78,114.97,0.91,0.12,1011,1.6,263,3.4
7,14.0,1.04,0.058,0,12.8,0,92.5,118.88,0.91,0.12,1011,1.6,262,3.3
8,13.7,1.07,0.057,0,12.8,0,94.42,119.67,0.91,0.12,1011,1.6,261,3.2
9,13.5,1.07,0.057,0,12.9,0,96.05,117.22,0.91,0.12,1011,1.6,259,3.1
10,13.2,1.06,0.055,0,12.9,0,98.04,111.88,0.91,0.12,1011,1.6,259,3.2
11,13.1,1.05,0.055,0,12.9,0,98.74,104.28,0.91,0.12,1012,1.7,260,3.2
12,13.4,1.05,0.055,0,12.9,0,96.71,95.05,0.91,0.12,1012,1.8,261,3.3
13,14.6,1.06,0.054,0,12.9,63,89.65,84.54,0.91,0.12,1013,1.8,263,3.6
14,16.4,1.07,0.052,0,12.9,240,79.94,73.52,0.91,0.12,1013,1.9,266,3.7
15,18.2,1.09,0.05,0,12.9,376,71.03,61.96,0.91,0.12,1014,1.9,268,3.7
16,19.7,1.11,0.05,3,12.8,216,64.42,50.17,0.91,0.12,1014,2.0,269,3.6
17,21.1,1.13,0.05,3,12.8,305,59.06,38.43,0.91,0.12,1014,2.0,269,3.6
18,22.2,1.18,0.059,3,12.8,523,55.3,27.28,0.92,0.12,1015,2.0,269,3.7
19,22.8,1.19,0.062,0,12.9,992,53.67,18.28,0.92,0.12,1015,2.0,269,3.9
20,23.1,1.18,0.063,0,13.0,1006,53.13,15.95,0.92,0.12,1014,2.0,270,4.1
21,23.1,1.03,0.081,0,13.1,961,53.2,22.51,0.92,0.12,1014,1.9,272,4.2
22,23.0,1.02,0.08,0,12.9,863,53.1,32.96,0.92,0.12,1014,1.8,274,4.3
23,22.6,0.99,0.077,0,12.8,717,53.93,44.52,0.92,0.12,1013,1.7,275,4.3
0,21.8,0.95,0.072,0,12.7,537,56.22,56.33,0.92,0.12,1013,1.6,276,4.2
1,20.5,0.93,0.069,0,12.6,336,60.6,68.04,0.92,0.12,1013,1.5,276,4.0
2,18.6,0.92,0.067,0,12.7,141,68.76,79.38,0.92,0.12,1013,1.4,274,3.6
3,16.7,0.91,0.067,0,13.1,8,79.13,89.73,0.92,0.12,1013,1.3,270,3.4
4,15.6,0.9,0.067,0,13.3,0,86.26,100.08,0.92,0.12,1013,1.3,269,3.4
5,14.9,0.88,0.069,0,13.4,0,90.82,108.55,0.92,0.12,1013,1.3,270,3.4
6,14.5,0.87,0.069,0,13.4,0,93.11,115.08,0.92,0.12,1013,1.3,271,3.3
7,14.1,0.86,0.07,0,13.3,0,95.03,119.0,0.92,0.12,1013,1.3,271,3.2
8,13.8,0.86,0.071,0,13.2,0,96.14,119.8,0.93,0.12,1012,1.3,271,3.1
9,13.4,0.84,0.072,0,13.1,0,98.07,117.35,0.93,0.12,1012,1.3,271,2.9
10,13.1,0.84,0.072,0,13.0,0,99.2,112.01,0.93,0.12,1012,1.3,271,2.6
11,12.8,0.85,0.071,0,12.8,0,100.0,104.4,0.93,0.12,1012,1.3,271,2.3
12,13.1,0.87,0.07,0,12.8,0,97.87,95.16,0.93,0.12,1012,1.3,270,2.1
13,14.6,0.88,0.069,0,12.7,61,88.58,84.64,0.92,0.12,1012,1.3,271,2.1
14,16.7,0.91,0.069,0,12.8,240,78.01,73.62,0.92,0.12,1012,1.3,267,1.8
15,19.0,0.94,0.068,0,13.0,446,68.26,62.06,0.92,0.12,1012,1.2,259,1.5
16,21.6,0.98,0.067,0,13.1,643,58.27,50.26,0.91,0.12,1012,1.2,254,1.3
17,24.0,1.03,0.067,0,12.6,810,48.81,38.53,0.91,0.12,1012,1.2,249,1.3
18,26.0,1.14,0.08,0,11.7,935,40.99,27.39,0.91,0.12,1012,1.2,245,1.4
19,27.5,1.16,0.08,0,10.7,1008,35.02,18.41,0.91,0.12,1011,1.2,246,1.7
20,28.3,1.17,0.081,0,10.0,1021,31.97,16.07,0.91,0.12,1010,1.2,249,2.1
21,28.5,1.28,0.1,0,9.8,973,31.04,22.58,0.9,0.12,1010,1.2,254,2.5
22,28.4,1.27,0.098,0,9.7,872,31.02,33.01,0.9,0.12,1009,1.2,259,2.8
23,27.8,1.25,0.097,0,9.6,722,32.09,44.56,0.9,0.12,1009,1.2,264,3.0
0,26.6,1.22,0.095,0,9.7,538,34.67,56.37,0.91,0.12,1008,1.2,268,3.1
1,24.6,1.2,0.093,0,10.1,334,39.88,68.09,0.91,0.12,1008,1.3,270,3.1
2,21.8,1.18,0.092,0,10.6,138,49.06,79.43,0.91,0.12,1008,1.3,268,2.8
3,19.3,1.2,0.093,0,11.4,6,60.05,89.79,0.91,0.12,1008,1.3,263,2.5
4,17.9,1.24,0.096,0,11.9,0,67.86,100.15,0.91,0.12,1008,1.3,260,2.5
5,17.1,1.31,0.107,0,12.2,0,73.01,108.64,0.91,0.12,1008,1.3,259,2.5
6,16.4,1.42,0.125,0,12.5,0,77.65,115.18,0.9,0.12,1008,1.4,261,2.5
7,15.9,1.55,0.15,0,12.7,0,81.26,119.12,0.9,0.12,1007,1.5,265,2.3
8,15.5,1.67,0.174,0,12.8,0,84.19,119.93,0.9,0.12,1007,1.6,267,2.2
9,15.1,1.76,0.194,0,13.0,0,87.04,117.48,0.89,0.12,1007,1.7,266,2.0
10,14.8,1.82,0.21,0,13.0,0,89.07,112.14,0.9,0.12,1006,1.8,264,1.9
11,14.5,1.85,0.219,0,13.1,0,91.06,104.52,0.9,0.12,1006,1.8,260,1.8
12,14.8,1.87,0.222,0,13.1,0,89.53,95.27,0.9,0.12,1006,1.9,256,1.8
13,16.1,1.87,0.218,0,13.1,50,82.58,84.74,0.9,0.12,1007,1.9,252,1.9
14,18.3,1.87,0.207,0,13.1,219,71.62,73.72,0.9,0.12,1007,1.8,247,1.9
15,20.7,1.86,0.194,0,12.8,418,60.44,62.15,0.9,0.12,1007,1.8,246,2.0
16,23.0,1.85,0.181,0,12.5,613,51.58,50.36,0.9,0.12,1007,1.8,247,2.0
17,25.0,1.84,0.168,0,12.1,787,44.48,38.62,0.9,0.12,1006,1.7,244,2.0
18,26.5,1.59,0.087,0,11.7,923,39.74,27.5,0.91,0.12,1006,1.7,240,2.2
19,27.6,1.57,0.083,0,11.1,998,35.7,18.54,0.91,0.12,1006,1.6,237,2.5
20,27.9,1.54,0.078,0,10.8,1013,34.43,16.2,0.91,0.12,1005,1.5,238,2.8
21,27.6,1.3,0.102,0,10.7,967,34.88,22.66,0.91,0.12,1005,1.5,241,3.0
22,27.0,1.33,0.097,0,10.6,869,35.89,33.06,0.91,0.12,1004,1.4,246,3.1
23,25.9,1.36,0.092,0,10.5,723,37.96,44.6,0.91,0.12,1004,1.3,249,3.1
0,24.3,1.38,0.087,0,10.4,541,41.61,56.42,0.91,0.12,1004,1.2,253,3.1
1,22.0,1.38,0.082,0,10.6,338,48.43,68.14,0.91,0.12,1004,1.2,256,2.9
2,19.4,1.38,0.077,0,11.1,140,58.73,79.49,0.91,0.12,1004,1.2,256,2.7
3,17.4,1.37,0.075,0,11.9,6,69.98,89.84,0.91,0.12,1004,1.2,254,2.6
4,16.3,1.36,0.073,0,12.5,0,78.46,100.24,0.91,0.12,1005,1.3,252,2.6
5,15.7,1.37,0.072,0,12.8,0,82.92,108.74,0.91,0.12,1005,1.3,251,2.5
6,15.2,1.38,0.07,0,12.9,0,86.18,115.3,0.91,0.12,1005,1.4,250,2.4
7,14.8,1.38,0.07,0,13.0,0,88.94,119.25,0.91,0.12,1005,1.4,250,2.3
8,14.4,1.38,0.069,0,13.1,0,91.82,120.07,0.9,0.12,1005,1.4,250,2.2
9,14.0,1.37,0.067,0,13.2,0,94.99,117.62,0.9,0.12,1005,1.4,251,2.2
10,13.6,1.37,0.065,0,13.3,0,98.01,112.27,0.9,0.12,1005,1.4,253,2.1
11,13.3,1.37,0.064,0,13.3,0,100.0,104.65,0.9,0.12,1005,1.3,253,2.0
12,13.5,1.38,0.063,0,13.3,0,98.4,95.39,0.9,0.12,1005,1.3,253,2.0
13,14.8,1.39,0.062,0,13.2,60,90.18,84.85,0.9,0.12,1005,1.3,252,2.3
14,16.7,1.39,0.063,0,13.1,198,79.07,73.82,0.91,0.12,1005,1.4,250,2.6
15,18.5,1.4,0.064,3,12.8,118,69.59,62.25,0.91,0.12,1006,1.4,246,2.6
16,20.2,1.42,0.064,3,12.5,206,61.2,50.45,0.91,0.12,1006,1.5,242,2.7
17,21.7,1.43,0.062,3,12.2,369,54.71,38.73,0.91,0.12,1006,1.5,240,2.9
18,22.7,1.38,0.08,3,11.9,538,50.48,27.61,0.92,0.12,1006,1.6,239,3.1
19,23.3,1.4,0.081,0,11.8,993,48.43,18.67,0.92,0.12,1006,1.8,237,3.3
20,23.5,1.43,0.081,0,11.7,1003,47.38,16.33,0.92,0.12,1005,1.9,237,3.4
21,23.4,1.34,0.1,0,11.5,954,47.28,22.75,0.92,0.12,1005,2.0,239,3.5
22,22.9,1.38,0.099,0,11.5,852,48.68,33.12,0.92,0.12,1005,2.1,243,3.5
23,22.0,1.42,0.099,0,11.6,704,51.54,44.65,0.92,0.12,1004,2.2,248,3.5
0,20.7,1.45,0.098,0,11.6,513,56.1,56.47,0.92,0.12,1004,2.2,252,3.4
1,19.1,1.47,0.096,0,11.7,324,62.34,68.19,0.92,0.12,1004,2.2,257,3.2
2,17.2,1.48,0.094,0,12.0,133,71.51,79.55,0.92,0.12,1005,2.1,262,2.9
3,15.8,1.48,0.093,0,12.3,5,79.93,89.9,0.92,0.12,1005,2.1,264,2.6
4,15.0,1.49,0.091,0,12.6,0,85.7,100.32,0.92,0.12,1005,2.0,263,2.4
5,14.5,1.49,0.09,0,12.7,0,89.23,108.84,0.92,0.12,1006,2.0,263,2.4
6,14.2,1.5,0.089,0,12.8,0,91.18,115.42,0.91,0.12,1005,1.9,262,2.3
7,13.8,1.5,0.086,0,12.8,0,93.63,119.39,0.91,0.12,1005,1.8,261,2.2
8,13.6,1.51,0.082,0,12.8,0,94.81,120.21,0.91,0.12,1005,1.7,260,2.2
9,13.4,1.51,0.081,0,12.8,0,96.25,117.77,0.91,0.12,1005,1.6,258,2.1
10,13.3,1.51,0.079,0,12.8,0,97.06,112.41,0.91,0.12,1006,1.5,255,2.1
11,13.3,1.5,0.074,0,12.8,0,97.04,104.78,0.91,0.12,1006,1.4,252,2.0
12,13.6,1.48,0.077,0,12.8,0,95.01,95.51,0.91,0.12,1007,1.3,250,2.1
13,14.6,1.48,0.074,0,12.6,58,88.03,84.96,0.91,0.12,1007,1.3,249,2.5
14,16.1,1.46,0.067,0,12.4,217,78.55,73.93,0.91,0.12,1008,1.3,248,2.7
15,17.6,1.44,0.067,3,12.1,141,70.37,62.35,0.92,0.12,1008,1.2,247,2.6
16,19.2,1.44,0.065,3,11.8,256,62.42,50.55,0.92,0.12,1008,1.3,247,2.6
17,20.7,1.42,0.061,3,11.6,369,55.87,38.83,0.92,0.12,1008,1.3,247,2.6
18,21.9,1.24,0.074,3,11.3,505,50.93,27.73,0.92,0.12,1008,1.3,245,2.8
19,22.6,1.21,0.072,0,11.2,986,48.48,18.82,0.92,0.12,1008,1.3,243,3.0
20,23.0,1.18,0.071,0,11.1,1021,47.09,16.47,0.92,0.12,1007,1.3,245,3.2
21,23.1,1.02,0.082,0,11.1,974,46.79,22.84,0.92,0.12,1007,1.3,249,3.3
22,22.8,1.0,0.081,0,11.1,873,47.76,33.19,0.92,0.12,1007,1.3,253,3.3
23,22.2,0.99,0.081,0,11.3,723,49.9,44.71,0.92,0.12,1006,1.3,259,3.3
0,21.2,0.99,0.082,0,11.5,538,53.78,56.52,0.93,0.12,1006,1.3,263,3.3
1,19.7,0.99,0.083,0,11.8,334,60.37,68.25,0.93,0.12,1006,1.3,267,3.2
